Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,NARA Risk Level,NARA Preservation Action,NARA Proposed Preservation Plan,Description and Justification,NARA Preferred Processing and Transformation Tool(s)
Microsoft PowerPoint Presentation OpenXML (Windows 2007-onwards) Macro-Enabled,pptm,Presentation and Publishing,NF00853,application/vnd.ms-powerpoint.presentation.macroEnabled.12,https://learn.microsoft.com/en-us/openspecs/office_standards/ms-offmacro2/802a7c98-c802-41c6-8a13-987457098d8f,https://www.nationalarchives.gov.uk/PRONOM/fmt/487,,,https://www.wikidata.org/wiki/Q49989184,http://fileformats.archiveteam.org/wiki/Microsoft_PowerPoint,,https://en.wikipedia.org/wiki/Microsoft_PowerPoint,https://docs.fileformat.com/presentation/pptm/,,,Moderate Risk,Retain,Retain,"Macro-enabled PowerPoint presentation; same as pptx, but may contain macros and scripts. This file type is under the OOXML international open standard. Macro-enabled presentations are most often created to support creation of other presentations; may be stand alone, may be applicable to numerous related files.",
Microsoft PowerPoint Template,pot,Presentation and Publishing,NF00771,application/vnd.ms-powerpoint,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-ppt/6be79dde-33c1-4c1b-8ccc-4b2301c08662?redirectedfrom=MSDN,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/84,,,https://www.wikidata.org/wiki/Q51331855,http://fileformats.archiveteam.org/wiki/PPT,,https://en.wikipedia.org/wiki/Microsoft_PowerPoint,https://docs.fileformat.com/presentation/pot/,,,Moderate Risk,Retain,Retain,"POT is a Microsoft PowerPoint 97-2003 template file, conforming to the PowerPoint Binary File Format.",Microsoft PowerPoint; LibreOffice Impress
Microsoft PowerPoint unspecified version,ppt,Presentation and Publishing,NF00658,application/vnd.ms-powerpoint,,,,,https://www.wikidata.org/wiki/Q24834502,http://fileformats.archiveteam.org/wiki/PPT,,https://en.wikipedia.org/wiki/Microsoft_PowerPoint,,https://lowendmac.com/2014/microsoft-powerpoint-for-mac-faq/,A number of PowerPoints in NARA's holdings have only been identified by their extensions. NF00658 is currently a catch-all for these.,Moderate Risk,Identify Version,"Depends on version, see specific version plan",Microsoft PowerPoint 97-2007 is considered an acceptable format as per NARA Transfer Guidance. Other versions are no longer supported.,Microsoft PowerPoint; LibreOffice Impress
Microsoft Project 2000-2003,mpp,Presentation and Publishing|Structured Data,NF00682,application/vnd.ms-project,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/247,,,https://www.wikidata.org/wiki/Q47165323,http://fileformats.archiveteam.org/wiki/Microsoft_Project,,https://en.wikipedia.org/wiki/Microsoft_Project,,,,Moderate Risk,Retain,Retain,"Microsoft Project is project management software designed to assist a project manager in developing a schedule, assigning resources to tasks, tracking progress, managing the budget, and analyzing workloads.",Microsoft Project
Microsoft Project 2007,mpp,Presentation and Publishing|Structured Data,NF00683,application/vnd.ms-project,,https://www.nationalarchives.gov.uk/PRONOM/fmt/440,,,https://www.wikidata.org/wiki/Q58367950,http://fileformats.archiveteam.org/wiki/Microsoft_Project,,https://en.wikipedia.org/wiki/Microsoft_Project,,,,Moderate Risk,Retain,Retain,"Microsoft Project is project management software designed to assist a project manager in developing a schedule, assigning resources to tasks, tracking progress, managing the budget, and analyzing workloads.",Microsoft Project
Microsoft Project 2010,mpp,Presentation and Publishing|Structured Data,NF00684,application/vnd.ms-project,,https://www.nationalarchives.gov.uk/PRONOM/fmt/725,,,https://www.wikidata.org/wiki/Q47165345,http://fileformats.archiveteam.org/wiki/Microsoft_Project,,https://en.wikipedia.org/wiki/Microsoft_Project,,,,Moderate Risk,Retain,Retain,"Microsoft Project is project management software designed to assist a project manager in developing a schedule, assigning resources to tasks, tracking progress, managing the budget, and analyzing workloads.",Microsoft Project
Microsoft Project 4.0,mpp,Presentation and Publishing|Structured Data,NF00679,application/vnd.ms-project,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/243,,,https://www.wikidata.org/wiki/Q47165003,http://fileformats.archiveteam.org/wiki/Microsoft_Project,,https://en.wikipedia.org/wiki/Microsoft_Project,,,,Moderate Risk,Retain,Retain,"Microsoft Project is project management software designed to assist a project manager in developing a schedule, assigning resources to tasks, tracking progress, managing the budget, and analyzing workloads. 4.0 was released for DOS in 1987 and for Windows in 1993.",Microsoft Project
Microsoft Project 95,mpp,Presentation and Publishing|Structured Data,NF00680,application/vnd.ms-project,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/244,,,https://www.wikidata.org/wiki/Q47165026,http://fileformats.archiveteam.org/wiki/Microsoft_Project,,https://en.wikipedia.org/wiki/Microsoft_Project,,,,Moderate Risk,Retain,Retain,"Microsoft Project is project management software designed to assist a project manager in developing a schedule, assigning resources to tasks, tracking progress, managing the budget, and analyzing workloads. AKA Microsoft Project 4.1.",Microsoft Project
Microsoft Project 98,mpp,Presentation and Publishing|Structured Data,NF00681,application/vnd.ms-project,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/245,,,https://www.wikidata.org/wiki/Q47165296,http://fileformats.archiveteam.org/wiki/Microsoft_Project,,https://en.wikipedia.org/wiki/Microsoft_Project,,,,Moderate Risk,Retain,Retain,"Microsoft Project is project management software designed to assist a project manager in developing a schedule, assigning resources to tasks, tracking progress, managing the budget, and analyzing workloads.",Microsoft Project
Microsoft Project unspecified version,mpp,Presentation and Publishing|Structured Data,NF00842,application/vnd.ms-project,,,,,,http://fileformats.archiveteam.org/wiki/Microsoft_Project,,https://en.wikipedia.org/wiki/Microsoft_Project,,,A number of Microsoft Project files in NARA's holdings have only been identified by their extensions. NF00842 is currently a catch-all for these.,Moderate Risk,Identify Version,"Depends on version, see specific version plan","Microsoft Project is project management software designed to assist a project manager in developing a schedule, assigning resources to tasks, tracking progress, managing the budget, and analyzing workloads.",Microsoft Project
Microsoft Publisher 2.0,pub,Presentation and Publishing,NF00293,application/vnd.ms-publisher,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/252,,,https://www.wikidata.org/wiki/Q27684843,http://fileformats.archiveteam.org/wiki/Microsoft_Publisher,,https://en.wikipedia.org/wiki/Microsoft_Publisher,,,Files identified by the .pub extension may be Ventura Publisher or Microsoft Publisher. Further identification is required.,Moderate Risk,Transform,Transform to PDF,"Microsoft Publisher (PUB) is a desktop publishing application that is distributed by Microsoft. Version 2.0 of the software was released in 1993 for Windows 3.1. PUB files are proprietary and do not have an open, published format specification. Microsoft will also phase out Publisher in 2026, and no longer plans to support prior versions of the software. Therefore, transforming PUB files to PDF is recommended.","Procure and/or develop tools. There are multiple free online converters for Publisher to PDF. LibreOffice can open Microsoft Publisher 98-2010 files, but it is unclear if anything would be lost if transformed to OpenDocument."
Microsoft Publisher 2000,pub,Presentation and Publishing,NF00294,application/vnd.ms-publisher,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/256,,,https://www.wikidata.org/wiki/Q27684898,http://fileformats.archiveteam.org/wiki/Microsoft_Publisher,,https://en.wikipedia.org/wiki/Microsoft_Publisher,,,Files identified by the .pub extension may be Ventura Publisher or Microsoft Publisher. Further identification is required.,Moderate Risk,Transform,Transform to PDF,"Microsoft Publisher (PUB) is a desktop publishing application that is distributed by Microsoft, and Publisher 2000 was part of their Office suite of products. File format versions do not always correspond to the software release versions. Publisher 2000, which was version 9.0 of the format and version 6.0 of the software, was released in 1999 for Windows 95 or later operating systems. PUB files are proprietary and do not have an open, published format specification. Microsoft will also phase out Publisher in 2026, and no longer plans to support prior versions of the software. Therefore, transforming PUB files to PDF is recommended.","Procure and/or develop tools. There are multiple free online converters for Publisher to PDF. LibreOffice can open Microsoft Publisher 98-2010 files, but it is unclear if anything would be lost if transformed to OpenDocument."
Microsoft Publisher 2002,pub,Presentation and Publishing,NF00295,application/vnd.ms-publisher,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/257,,,https://www.wikidata.org/wiki/Q27684906,http://fileformats.archiveteam.org/wiki/Microsoft_Publisher,,https://en.wikipedia.org/wiki/Microsoft_Publisher,,,Files identified by the .pub extension may be Ventura Publisher or Microsoft Publisher. Further identification is required.,Moderate Risk,Transform,Transform to PDF,"Microsoft Publisher (PUB) is a desktop publishing application that is distributed by Microsoft, and Publisher 2002 was part of their Office suite of products. Publisher 2002, which was version 10.0 of the format and the software, was released in 2001 for Windows 98 or later operating systems. The software version number jumped from 6.0 to 10.0 with this release, in order to tally the Microsoft Office versions. PUB files are proprietary and do not have an open, published format specification. Microsoft will also phase out Publisher in 2026, and no longer plans to support prior versions of the software. Therefore, transforming PUB files to PDF is recommended.","Procure and/or develop tools. There are multiple free online converters for Publisher to PDF. LibreOffice can open Microsoft Publisher 98-2010 files, but it is unclear if anything would be lost if transformed to OpenDocument."
Microsoft Publisher 95,pub,Presentation and Publishing,NF00296,application/vnd.ms-publisher,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/253,,,https://www.wikidata.org/wiki/Q27684861,http://fileformats.archiveteam.org/wiki/Microsoft_Publisher,,https://en.wikipedia.org/wiki/Microsoft_Publisher,,,Files identified by the .pub extension may be Ventura Publisher or Microsoft Publisher. Further identification is required.,Moderate Risk,Transform,Transform to PDF,"Microsoft Publisher (PUB) is a desktop publishing application that is distributed by Microsoft. Publisher 95, version 3.0 of the format and the software, was released in 1995 for Windows 95. PUB files are proprietary and do not have an open, published format specification. Microsoft will also phase out Publisher in 2026, and no longer plans to support prior versions of the software. Therefore, transforming PUB files to PDF is recommended.","Procure and/or develop tools. There are multiple free online converters for Publisher to PDF. LibreOffice can open Microsoft Publisher 98-2010 files, but it is unclear if anything would be lost if transformed to OpenDocument."
Microsoft Publisher 97,pub,Presentation and Publishing,NF00297,application/vnd.ms-publisher,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/254,,,https://www.wikidata.org/wiki/Q27684873,http://fileformats.archiveteam.org/wiki/Microsoft_Publisher,,https://en.wikipedia.org/wiki/Microsoft_Publisher,,,Files identified by the .pub extension may be Ventura Publisher or Microsoft Publisher. Further identification is required.,Moderate Risk,Transform,Transform to PDF,"Microsoft Publisher (PUB) is a desktop publishing application that is distributed by Microsoft, and Publisher 97 was part of their Office suite of products. File format versions do not always correspond to the software release versions. Publisher 97, which was version 8.0 of the format and version 4.0 of the software, was released in 1996 for Windows 95 or Windows NT. PUB files are proprietary and do not have an open, published format specification. Microsoft will also phase out Publisher in 2026, and no longer plans to support prior versions of the software. Therefore, transforming PUB files to PDF is recommended.","Procure and/or develop tools. There are multiple free online converters for Publisher to PDF. LibreOffice can open Microsoft Publisher 98-2010 files, but it is unclear if anything would be lost if transformed to OpenDocument."
Microsoft Publisher 98,pub,Presentation and Publishing,NF00298,application/vnd.ms-publisher,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/255,,,https://www.wikidata.org/wiki/Q27684882,http://fileformats.archiveteam.org/wiki/Microsoft_Publisher,,https://en.wikipedia.org/wiki/Microsoft_Publisher,,,Files identified by the .pub extension may be Ventura Publisher or Microsoft Publisher. Further identification is required.,Moderate Risk,Transform,Transform to PDF,"Microsoft Publisher (PUB) is a desktop publishing application that is distributed by Microsoft, and Publisher 98 was part of their Office suite of products. File format versions do not always correspond to the software release versions. Publisher 98, which was version 8.5 of the format and version 5.0 of the software, was released in 1998. PUB files are proprietary and do not have an open, published format specification. Microsoft will also phase out Publisher in 2026, and no longer plans to support prior versions of the software. Therefore, PUB files should be transformed into a more sustainable format.","Procure and/or develop tools. There are multiple free online converters for Publisher to PDF. LibreOffice can open Microsoft Publisher 98-2010 files, but it is unclear if anything would be lost if transformed to OpenDocument."
Microsoft Publisher unspecified version,pub,Presentation and Publishing,NF00832,application/vnd.ms-publisher,,,,,,http://fileformats.archiveteam.org/wiki/Microsoft_Publisher,,https://en.wikipedia.org/wiki/Microsoft_Publisher,,,A number of Publisher files in NARA's holdings have only been identified by their extensions. NF00832 is currently a catch-all for these.,Moderate Risk,Transform,Transform to PDF,"Microsoft Publisher (PUB) is a desktop publishing application that is distributed by Microsoft, often as part of their Office suite of products. If files have been identified by the .pub extension, they may have been created by either an early version of Ventura Publisher or by any version of Microsoft Publisher, and further identification is required. Microsoft launched Publisher 1.0 in 1991 and will cease support for Publisher in 2026. Microsoft Publisher files are proprietary and do not have an open, published format specification. Therefore, transforming PUB files to PDF is recommended. ""Unspecified"" means that we have not yet identified which version of format has been found; these files should be treated as if they possess the risks and limitations inherent in any file in the format family.","Procure and/or develop tools. There are multiple free online converters for Publisher to PDF. LibreOffice can open Microsoft Publisher 98-2010 files, but it is unclear if anything would be lost if transformed to OpenDocument."
Microsoft Schedule+ Contacts,scd,Databases|Calendars,NF00404,application/vnd.ms-schedule|application/x-msschedule,https://web.archive.org/web/19980120130955/http://www.microsoft.com/products/prodref/136_ov.htm,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/99,,,https://www.wikidata.org/wiki/Q51718267,http://fileformats.archiveteam.org/wiki/Ext:scd,,https://en.wikipedia.org/wiki/Microsoft_Schedule_Plus,,https://web.archive.org/web/20220815212703/https://kb.iu.edu/d/ahyz,,Moderate Risk,Transform,Transform to CSV,"Microsoft Schedule+ was a planning and contact application that was released with Microsoft Office 95 in 1995. It was effectively discontinued with the introduction of Microsoft Outlook in 1997, but was still available with limited features through Microsoft Office 2003. The SCD file extension is associated with the Contacts feature of the application. The format is poorly documented and has Microsoft Exchange dependencies along with proprietary licensing. Transformation to CSV is recommended.",These files must be opened in Microsoft Schedule+ software; even within the software there may be no way to convert them to another format.
Microsoft Streets and Trips Map Format,est,Geospatial,NF00821,,,,,,,,,https://en.wikipedia.org/wiki/Microsoft_Streets_%26_Trips,,,,High Risk,Retain for Future Assessment,Further research is required,"The .est format was used for map files made in Microsoft's Streets and Trips software. for map files made with the use of the mapping software from Streets & Trips. The software was discontinued in 2015 and this is an obsolete, proprietary format that is no longer supported by Microsoft.",Procure and/or develop tools
Microsoft Type Library,tlb,Software and Code,NF00737,application/octet-stream,,https://www.nationalarchives.gov.uk/PRONOM/fmt/1601,,,https://www.wikidata.org/wiki/Q105851556,http://fileformats.archiveteam.org/wiki/Microsoft_Type_Library,,,,https://docs.microsoft.com/en-us/windows/win32/midl/com-dcom-and-type-libraries,,Moderate Risk,Retain,Retain,A type library (.tlb) is a Microsoft compiled binary file that stores information about a COM or DCOM object's properties and methods in a form that is accessible to other applications at runtime.,Windows OS
Microsoft Visio Drawing 2000,vsd,Digital Design and Vector Graphics,NF00503,application/vnd.visio,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/258,,,https://www.wikidata.org/wiki/Q48692225,http://fileformats.archiveteam.org/wiki/Visio,,https://en.wikipedia.org/wiki/Microsoft_Visio,,https://fileinfo.com/extension/vsd,,Moderate Risk,Transform,Transform to PDF,The file format is proprietary with limited open or available documentation.,Microsoft Visio; LibreOffice Draw
Microsoft Visio Drawing 2002,vsd,Digital Design and Vector Graphics,NF00504,application/vnd.visio,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/259,,,https://www.wikidata.org/wiki/Q48692391,http://fileformats.archiveteam.org/wiki/Visio,,https://en.wikipedia.org/wiki/Microsoft_Visio,,https://fileinfo.com/extension/vsd,,Moderate Risk,Transform,Transform to PDF,The file format is proprietary with limited open or available documentation.,Microsoft Visio; LibreOffice Draw
Microsoft Visio Drawing 2003-2010,vsd,Digital Design and Vector Graphics,NF00505,application/vnd.visio,,https://www.nationalarchives.gov.uk/PRONOM/fmt/443,,,https://www.wikidata.org/wiki/Q61990494,http://fileformats.archiveteam.org/wiki/Visio,,https://en.wikipedia.org/wiki/Microsoft_Visio,,https://fileinfo.com/extension/vsd,,Moderate Risk,Transform,Transform to PDF,The file format is proprietary with limited open or available documentation.,Microsoft Visio; LibreOffice Draw
Microsoft Visio Drawing 2013,vsdx,Digital Design and Vector Graphics,NF00300,application/vnd.ms-visio.drawing.main+xml,https://learn.microsoft.com/en-us/openspecs/sharepoint_protocols/ms-vsdx/50c23601-c943-4ff2-b4a1-02445f52daf0,https://www.nationalarchives.gov.uk/PRONOM/fmt/924,https://www.loc.gov/preservation/digital/formats/fdd/fdd000021.shtml,,https://www.wikidata.org/wiki/Q50258788,http://fileformats.archiveteam.org/wiki/Visio,,https://en.wikipedia.org/wiki/Microsoft_Visio,,https://fileinfo.com/extension/vsdx,,Moderate Risk,Transform,Transform to PDF,"Visio 2013 introduced file formats based upon Open Packaging Conventions and XML, inside a zip-compressed file.",Microsoft Visio; LibreOffice Draw
Microsoft Visio Drawing 5.0,vsd,Digital Design and Vector Graphics,NF00506,application/vnd.visio,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/113,,,https://www.wikidata.org/wiki/Q51789800,http://fileformats.archiveteam.org/wiki/Visio,,https://en.wikipedia.org/wiki/Microsoft_Visio,,https://fileinfo.com/extension/vsd,,Moderate Risk,Transform,Transform to PDF,The file format is proprietary with limited open or available documentation.,Microsoft Visio; LibreOffice Draw
Microsoft Visio Drawing unspecified version,vsd,Digital Design and Vector Graphics,NF00299,application/vnd.visio,,https://www.nationalarchives.gov.uk/PRONOM/fmt/442,,,https://www.wikidata.org/wiki/Q29439653,http://fileformats.archiveteam.org/wiki/Visio,,https://en.wikipedia.org/wiki/Microsoft_Visio,,https://fileinfo.com/extension/vsd,,Moderate Risk,Identify Version,Transform to PDF,The file format is proprietary with limited open or available documentation.,Microsoft Visio; LibreOffice Draw
Microsoft Visio Stencils,vss,Digital Design and Vector Graphics,NF00707,,,https://www.nationalarchives.gov.uk/PRONOM/fmt/925,,,https://www.wikidata.org/wiki/Q73160398,http://fileformats.archiveteam.org/wiki/Visio,,https://en.wikipedia.org/wiki/Microsoft_Visio,https://docs.fileformat.com/image/vss/,https://fileinfo.com/extension/vss,,Moderate Risk,Retain,Retain,Proprietary format native to Microsoft Visio. Stencils contains icons to create visual representations in Visio.,Microsoft Visio; LibreOffice Draw
Microsoft Visual FoxPro database container,dbc|dct|dcx,Databases,NF00586,application/octet-stream,https://web.archive.org/web/20070808031447/http://fox.wikis.com/wc.dll?Wiki~DatabaseContainer,https://www.nationalarchives.gov.uk/PRONOM/fmt/384,,,https://www.wikidata.org/wiki/Q61984341,http://fileformats.archiveteam.org/wiki/Ext:dct,,https://en.wikipedia.org/wiki/Visual_FoxPro,,https://www.tedroche.com/hackfox7/s1c2.html,,Moderate Risk,Transform,Transform to CSV,"Visual FoxPro is a discontinued Microsoft data-centric procedural programming language derived from FoxPro (originally known as FoxBASE). DBC files are database container files, and .dct and .dcx are the associated memo and index files.","Procure and/or develop tools. Visual FoxPro database container files can only be opened in Visual FoxPro Studio. Version 9, the last version released, can only read files created in versions 8 and 9."
Microsoft Windows PowerShell Data File,psd1,Software and Code,NF00387,text/plain|application/x-powershell,https://learn.microsoft.com/en-us/powershell/scripting/developer/module/how-to-write-a-powershell-module-manifest?view=powershell-7.3&viewFallbackFrom=powershell-7,,,,,,,https://en.wikipedia.org/wiki/PowerShell,,,,Moderate Risk,Retain,Retain,"Windows PowerShell is a task automation and configuration management framework from Microsoft, consisting of a command-line shell and associated scripting language. A PSD1 file is a plain text data file for Version 2. Uncompiled code that is plain text ASCII or Unicode does not require format migration.",Microsoft Visual Studio; Any supported text editor
Microsoft WinHelp,hlp,Software and Code,NF00698,application/hlp|application/x-helpfile|application/x-winhelp,,https://www.nationalarchives.gov.uk/PRONOM/fmt/474,,,https://www.wikidata.org/wiki/Q1144005,http://fileformats.archiveteam.org/wiki/HLP_(WinHelp),,https://en.wikipedia.org/wiki/WinHelp,,,,Moderate Risk,Retain,Retain,Microsoft WinHelp .hlp is a proprietary format for online help files in plain text RTF format.,Any supported text editor
Microsoft Word Auto-save Document Format,asd,Textual and Word Processing,NF00706,,,,,,,,,https://en.wikipedia.org/wiki/Microsoft_Word,https://docs.fileformat.com/word-processing/asd/,https://support.microsoft.com/en-us/topic/how-word-creates-and-recovers-the-autorecover-files-a33ec235-9d68-cf62-e66a-6a740cf51821,,Moderate Risk,Transform,Transform to ODT or DOCX,"The Microsoft Word Auto-save format (.asd) is a temporary file that's created when Microsoft Word unexpectedly closes. Auto-recovery files are saved as binary files and are normally saved under arbitrary names. These files are used to recreate the original Microsoft Word document. Auto-save documents should be opened using the Word auto-recovery feature. Due to the proprietary nature of the original format, transformation to ODT or DOCX is recommended.",Microsoft Word using auto-recovery feature.
Microsoft Word for Macintosh 5.0,doc|mcw,Textual and Word Processing,NF00305,application/msword,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-doc/ccd7b486-7881-484c-a137-51170af7cc22,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/65,,,https://www.wikidata.org/wiki/Q47923192,http://fileformats.archiveteam.org/wiki/Microsoft_Word_for_Macintosh,,https://en.wikipedia.org/wiki/Microsoft_Word,,https://lowendmac.com/2013/microsoft-word-for-mac-faq/,,Moderate Risk,Transform,Transform to ODT,"The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003. Microsoft Word 5.0 and 5.1 for Macintosh were released in 1991 and 1993. The version of .doc produced by 5.x is similar to versions 1, 2, and 4 for Windows and Mac. The .doc MS Word Binary File Format is proprietary but covered by Microsoft's Open Specification Promise. Due to the proprietary nature of the original format, transformation to the OpenDocument Text File (ODT) format is recommended.",LibreOffice Writer; Universal Office Converter
Microsoft Word for Macintosh 6.0,doc,Textual and Word Processing,NF00306,application/msword,https://download.microsoft.com/download/0/B/E/0BE8BDD7-E5E8-422A-ABFD-4342ED7AD886/Word97-2007BinaryFileFormat(doc)Specification.pdf,https://www.nationalarchives.gov.uk/PRONOM/fmt/39,https://www.loc.gov/preservation/digital/formats/fdd/fdd000509.shtml,,https://www.wikidata.org/wiki/Q27526163,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,https://lowendmac.com/2013/microsoft-word-for-mac-faq/,,Moderate Risk,Transform,Transform to ODT,"The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003. Microsoft Word 6.0 for Macintosh was released in 1993 with a significant format change to the binary structure of .doc from previous versions. The .doc MS Word Binary File Format is proprietary but covered by Microsoft's Open Specification Promise. Due to the proprietary nature of the original format, transformation to the OpenDocument Text File (ODT) format is recommended.",LibreOffice Writer; Universal Office Converter
Microsoft Word for MS-DOS 1-4,doc,Textual and Word Processing,NF00309,application/msword,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/274,,,https://www.wikidata.org/wiki/Q48782202,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,,,Moderate Risk,Transform,Transform to ODT,"The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003. Microsoft Word for MS-DOS 1-4 was released beginning in 1983; all DOS versions of .doc are significantly different from their Windows and Macintosh counterpart versions. There were minor improvements to the software from versions 1-4 for DOS, but the file format remained the same. The .doc MS Word DOS File Format is proprietary but covered by Microsoft's Open Specification Promise. Due to the proprietary nature of the original format, transformation to the OpenDocument Text File (ODT) format is recommended.",LibreOffice Writer; Universal Office Converter
Microsoft Word for MS-DOS 5,doc,Textual and Word Processing,NF00591,application/msword,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/275,,,https://www.wikidata.org/wiki/Q48782238,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,,,Moderate Risk,Transform,Transform to ODT,"The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003. Microsoft Word 5 for DOS was released in 1989; all DOS versions of .doc are significantly different from their Windows and Macintosh counterpart versions. The .doc MS Word DOS File Format is proprietary but covered by Microsoft's Open Specification Promise. Due to the proprietary nature of the original format, transformation to the OpenDocument Text File (ODT) format is recommended.",LibreOffice Writer; Universal Office Converter
Microsoft Word for MS-DOS 5.5,doc,Textual and Word Processing,NF00592,application/msword,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/276,,,https://www.wikidata.org/wiki/Q48782394,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,,,Moderate Risk,Transform,Transform to ODT,"The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003. Microsoft Word 5.1 for DOS was released in 1990; all DOS versions of .doc are significantly different from their Windows and Macintosh counterpart versions. The .doc MS Word DOS File Format is proprietary but covered by Microsoft's Open Specification Promise. Due to the proprietary nature of the original format, transformation to the OpenDocument Text File (ODT) format is recommended.",LibreOffice Writer; Universal Office Converter
Microsoft Word for Windows 2.0,doc,Textual and Word Processing,NF00310,application/msword,,https://www.nationalarchives.gov.uk/PRONOM/fmt/38,,,https://www.wikidata.org/wiki/Q61641368,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,,,Moderate Risk,Transform,Transform to ODT,"The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003. Microsoft Word 2.0 for Windows was released in 1991. The version of .doc produced by Word 2 is structurally the same as Word 1, and version 3 and 4 for Mac. The .doc MS Word Binary File Format is proprietary but covered by Microsoft's Open Specification Promise. Due to the proprietary nature of the original format, transformation to the OpenDocument Text File (ODT) format is recommended.",LibreOffice Writer; Universal Office Converter
Microsoft Word for Windows 2007-onwards (OOXML),docx,Textual and Word Processing,NF00311,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://learn.microsoft.com/en-us/openspecs/office_standards/ms-docx/b839fe1f-e1ca-4fa6-8c26-5954d0abbccd,https://www.nationalarchives.gov.uk/PRONOM/fmt/412,https://www.loc.gov/preservation/digital/formats/fdd/fdd000397.shtml,,https://www.wikidata.org/wiki/Q3033641,http://fileformats.archiveteam.org/wiki/DOCX,,https://en.wikipedia.org/wiki/Microsoft_Word,,,,Low Risk,Retain,Retain,"The Microsoft Word OOXML Document (Open Office XML Document, .docx) has been the default format for the Microsoft Word family of word processing software since 2007, replacing the earlier binary .doc format. The .docx format is XML-based, and actually consists of multiple files compressed in a ZIP container. There are two format variants defined: strict and transitional. The OOXML version of .docx has an open international standard, therefore, it is recommended that the .docx files created with Microsoft Office 2007-2010 should be retained as-is. It is an acceptable format as per NARA Transfer Guidance.",Current supported version Microsoft Word
Microsoft Word for Windows 6.0-95,doc|dot,Textual and Word Processing,NF00302,application/msword,,https://www.nationalarchives.gov.uk/PRONOM/fmt/39,,,https://www.wikidata.org/wiki/Q63061396,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,https://web.archive.org/web/20170629131948/https://getadmx.com/?Category=Office2013&Policy=word15.Office.Microsoft.Policies.Windows::L_EnglishWord6095documents,,Moderate Risk,Transform,Transform to ODT,"The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003. Microsoft Word 6.0 for Macintosh was released in 1993 with a significant format change to the binary structure of .doc from previous versions. The .doc MS Word Binary File Format is proprietary but covered by Microsoft's Open Specification Promise. Due to the proprietary nature of the original format, transformation to the OpenDocument Text File (ODT) format is recommended.",LibreOffice Writer; Universal Office Converter
