NARA Guidance: Preferred,NARA Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Record Type/Plan(s),Is the format proprietary? ,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification? ,Has the specification been approved and published by an internationally recognized standards body? ,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available? ,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect essential characteristics?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files? ,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption? ,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking? ,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score ,Risk/Sustainability Factor Status,Number of identified files in the combined NARA holdings,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,"Feasibility: Ability to Convert (tools exist for conversion that does not alter content in unacceptable ways; NARA can perform acceptable transformations) Highest possible score=5, Lowest possible score =-5",NARA TOTAL
,,7,Moderate Risk,NF00584,Microsoft FrontPage Server Extension Lock File,frontpg.lck; service.lck,Software and Code,2,-1,-1,-2,0,-2,-2,2,-1,2,-1,0,1,0,0,1,1,1,1,5,-1,1,-1,0,0,-1,2,2,4,0,1,1,1,3,0,0,0,0,0,2,0,0,0,2,4,1995,-4,2007,-2,-6,7,Moderate Risk,,0,-5,3,5
,,-3,Moderate Risk,NF00278,Microsoft Multiplan 4.0,mp,Spreadsheets,-1,-1,0,0,0,-2,-2,0,-1,-1,-1,-5,0,0,0,1,1,1,0,3,1,0,0,-1,0,0,2,2,4,-2,1,1,1,1,1,-1,1,-1,0,0,2,0,0,2,4,,-4,,-4,-8,-3,Moderate Risk,17,0,-5,-3,-11
,X,28,Low Risk,NF00279,Microsoft Office 2007 Open XML,pptx; pptm; potx; potm; ppam; ppsx; ppsm; sldx; sldm; thmx,Spreadsheets,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,-1,1,-1,1,3,1,-1,1,2,-1,2,2,2,4,1,1,1,1,4,-1,-1,-1,-1,-4,-1,2,-1,2,-1,1,2007,-2,2016,0,-2,28,Low Risk,4353,0,-5,5,28
,,15,Moderate Risk,NF00343,Microsoft OLE Compound Format,ole,Software and Code,-1,2,2,0,0,3,2,2,2,2,-1,7,1,1,0,0,1,0,0,3,1,0,0,-1,0,0,2,2,4,1,0,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1990,-4,2018,0,-4,15,Moderate Risk,52308,0.003,-5,3,13
,,17,Moderate Risk,NF00585,Microsoft OLE2 Compound Format,ole; ole2,Software and Code,-1,2,2,0,0,3,2,2,2,2,-1,7,1,1,0,0,1,0,0,3,1,0,0,-1,0,0,2,2,4,1,0,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,2007,-2,2018,0,-2,17,Moderate Risk,52308,0.003,-5,3,15
,X,33,Low Risk,NF00280,Microsoft Outlook Item,msg,Email,-1,2,2,-1,2,4,2,2,2,2,2,10,1,1,1,0,1,1,0,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,-1,1,-1,0,-1,2,-1,-1,2,1,2008,-2,2016,0,-2,33,Low Risk,1522,0,-5,3,31
,X,13,Moderate Risk,NF00281,Microsoft Outlook Personal Folder,pst,Email,-1,-1,2,-1,-1,-2,2,2,2,2,2,10,-1,1,0,-1,1,1,-1,0,1,1,1,2,2,7,2,2,4,-2,0,1,-2,-3,-1,1,1,0,1,-1,2,0,-1,2,2,1997,-4,2013,-2,-6,13,Moderate Risk,101909,0.005,-5,5,13
,X,13,Moderate Risk,NF00282,Microsoft Outlook Personal Folders ANSI 1997-2002,pst,Email,-1,-1,2,-1,-1,-2,2,2,2,2,2,10,-1,1,0,-1,1,1,-1,0,1,1,1,2,2,7,2,2,4,-2,0,1,-2,-3,-1,1,1,0,1,-1,2,0,-1,2,2,1997,-4,2013,-2,-6,13,Moderate Risk,46,0,-5,5,13
,X,13,Moderate Risk,NF00283,Microsoft Outlook Personal Folders Unicode 2003-2007,pst,Email,-1,-1,2,-1,-1,-2,2,2,2,2,2,10,-1,1,0,-1,1,1,-1,0,1,1,1,2,2,7,2,2,4,-2,0,1,-2,-3,-1,1,1,0,1,-1,2,0,-1,2,2,1997,-4,2013,-2,-6,13,Moderate Risk,30,0,-5,5,13
,X,17,Moderate Risk,NF00284,Microsoft PowerPoint 97-2003,ppt,Presentation and Publishing,-1,2,2,-1,2,4,2,2,2,2,2,10,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,17,Moderate Risk,4271,0,-5,5,17
,,-5,Moderate Risk,NF00285,Microsoft PowerPoint for Macintosh 2001,ppt,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,-5,Moderate Risk,65,0,-5,3,-7
,,-5,Moderate Risk,NF00286,Microsoft PowerPoint for Macintosh 4.0-5.2,ppt,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,-5,Moderate Risk,65,0,-5,3,-7
,,-5,Moderate Risk,NF00287,Microsoft PowerPoint for Macintosh 98,ppt,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,-5,Moderate Risk,65,0,-5,3,-7
,,-5,Moderate Risk,NF00288,Microsoft PowerPoint for Macintosh v.X,ppt,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,-5,Moderate Risk,65,0,-5,3,-7
,,2,Moderate Risk,NF00290,Microsoft PowerPoint Presentation 4.0,ppt,Presentation and Publishing,-1,-1,2,0,0,0,2,2,-1,-1,2,4,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,2,Moderate Risk,88,0,-5,3,0
,,2,Moderate Risk,NF00291,Microsoft PowerPoint Presentation 95,ppt,Presentation and Publishing,-1,-1,2,0,0,0,2,2,-1,-1,2,4,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,2,Moderate Risk,241,0,-5,3,0
,X,29,Low Risk,NF00289,Microsoft PowerPoint Presentation OpenXML (Windows 2007-onwards),pptx,Presentation and Publishing,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,-1,1,-1,1,3,1,-1,1,2,-1,2,2,2,4,-2,1,1,1,1,-1,-1,1,1,0,-1,2,-1,2,-1,1,2006,-2,2016,0,-2,29,Low Risk,207181,0.01,-5,5,29
,,-3,Moderate Risk,NF00293,Microsoft Publisher 2.0,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,-2,2,2,-1,-1,0,0,0,0,-1,0,1,0,0,1,-1,1,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,-3,Moderate Risk,28,0,-5,-3,-11
,,2,Moderate Risk,NF00294,Microsoft Publisher 2000,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,-2,2,2,2,-1,3,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,1,1,1,1,4,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,2,Moderate Risk,28,0,-5,-3,-6
,,5,Moderate Risk,NF00295,Microsoft Publisher 2002,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,-2,2,2,2,2,6,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,1,1,1,1,4,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,5,Moderate Risk,28,0,-5,-3,-3
,,-2,Moderate Risk,NF00296,Microsoft Publisher 95,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,-2,2,2,-1,-1,0,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,-2,Moderate Risk,28,0,-5,-3,-10
,,-2,Moderate Risk,NF00297,Microsoft Publisher 97,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,-2,2,2,-1,-1,0,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,-2,Moderate Risk,28,0,-5,-3,-10
,,2,Moderate Risk,NF00298,Microsoft Publisher 98,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,-2,2,2,2,-1,3,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,1,1,1,1,4,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,2,Moderate Risk,28,0,-5,-3,-6
,,-12,Moderate Risk,NF00404,Microsoft Schedule+ Contacts,scd,Databases; Calendars,-1,-1,-1,0,0,-3,-2,2,-1,-1,-1,-3,-1,0,0,-1,0,0,0,-2,1,0,0,-1,0,0,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,-8,-12,Moderate Risk,2,0,-5,-3,-20
,,22,Moderate Risk,NF00299,Microsoft Visio (generic),vsd,Digital Design,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,0,0,1,1,1,1,1,5,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,1992,-4,2016,0,-4,22,Moderate Risk,23078,0.001,-5,3,20
,,18,Moderate Risk,NF00503,Microsoft Visio Drawing 2000,vsd,Digital Design,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,0,0,1,1,1,1,1,5,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,1999,-4,2002,-4,-8,18,Moderate Risk,23078,0.001,-5,3,16
,,18,Moderate Risk,NF00504,Microsoft Visio Drawing 2002,vsd,Digital Design,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,0,0,1,1,1,1,1,5,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,2002,-4,2003,-4,-8,18,Moderate Risk,23078,0.001,-5,3,16
,,20,Moderate Risk,NF00505,Microsoft Visio Drawing 2003-2010,vsd,Digital Design,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,0,0,1,1,1,1,1,5,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,2003,-4,2010,-2,-6,20,Moderate Risk,23078,0.001,-5,3,18
,,24,Low Risk,NF00300,Microsoft Visio Drawing 2013,vsdx,Digital Design,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,0,0,1,1,1,1,1,5,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,2013,-2,2018,0,-2,24,Low Risk,243,0,-5,3,22
,,18,Moderate Risk,NF00506,Microsoft Visio Drawing 5.0,vsd,Digital Design,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,0,0,1,1,1,1,1,5,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,1997,-4,1999,-4,-8,18,Moderate Risk,23078,0.001,-5,3,16
,,3,Moderate Risk,NF00586,Microsoft Visual FoxPro database container,dbc; dct; dcx,Databases,-1,-1,0,0,0,-2,-2,2,-1,2,-1,0,-1,1,0,1,1,1,0,3,1,1,1,0,0,3,2,2,4,-2,1,1,1,1,0,0,0,0,0,-1,2,0,-1,0,0,1995,-4,2007,-2,-6,3,Moderate Risk,3,0,-5,-3,-5
,,4,Moderate Risk,NF00301,Microsoft Windows Internet Shortcut,url,Software and Code,-1,2,2,-2,2,3,-2,2,2,0,-1,1,-1,0,0,-1,1,1,1,1,-1,1,-1,-1,0,-2,2,2,4,-2,-2,-2,-2,-8,0,0,0,-1,-1,2,2,2,2,2,10,1995,-4,2018,0,-4,4,Moderate Risk,4,0,-5,5,4
,,24,Low Risk,NF00387,Microsoft Windows PowerShell Data File,psd1,Software and Code,-1,2,2,-2,2,3,-2,2,2,2,-1,3,1,1,0,-1,1,1,1,4,-1,1,-1,0,0,-1,2,2,4,1,1,1,1,4,0,0,0,-1,-1,2,2,2,2,2,10,2006,-2,2018,0,-2,24,Low Risk,24,0,-5,5,24
,,9,Moderate Risk,NF00304,"Microsoft Word Backup File, version 97-onwards",wbk,Textual and Word Processing,-1,-1,0,0,0,-2,2,2,2,2,2,10,-1,0,0,-1,1,1,0,0,1,0,1,-1,0,1,2,2,4,1,1,1,1,4,0,0,0,0,0,-1,2,0,0,-1,0,,-4,,-4,-8,9,Moderate Risk,,0,-5,3,7
,,2,Moderate risk,NF00305,Microsoft Word for Macintosh 5.0,doc,Textual and Word Processing,-1,2,2,0,0,3,-2,2,0,2,-1,1,1,1,0,1,-1,1,-1,2,1,1,1,0,0,3,2,2,4,-2,-2,-2,0,-6,-1,1,0,-1,-1,-1,2,0,0,-1,0,1992,-4,2018,0,-4,2,Moderate risk,7,0,-5,3,0
,,8,Moderate Risk,NF00306,Microsoft Word for Macintosh 6.0,doc,Textual and Word Processing,-1,2,-1,-2,-1,-3,0,0,2,2,0,4,1,1,0,0,1,1,0,4,1,1,1,0,0,3,2,2,4,-2,0,1,1,0,-1,1,1,-1,0,-1,2,0,0,-1,0,1993,-4,2015,0,-4,8,Moderate Risk,13627,0.001,-5,3,6
,,2,Moderate risk,NF00587,"Microsoft Word for Macintosh Document, version 5.1 for Mac",doc,Textual and Word Processing,-1,2,2,0,0,3,-2,2,0,2,-1,1,1,1,0,1,-1,1,-1,2,1,1,1,0,0,3,2,2,4,-2,-2,-2,0,-6,-1,1,0,-1,-1,-1,2,0,0,-1,0,1993,-4,2018,0,-4,2,Moderate risk,,0,-5,3,0
,,7,Moderate Risk,NF00307,Microsoft Word for Macintosh v.X,doc,Textual and Word Processing,-1,2,0,-2,-1,-2,-2,2,2,2,0,4,1,1,0,0,1,1,0,4,1,1,1,0,0,3,2,2,4,-2,0,1,1,0,-1,1,1,-1,0,-1,2,0,0,-1,0,2001,-4,2008,-2,-6,7,Moderate Risk,13627,0.001,-5,3,5
,X,9,Moderate Risk,NF00308,Microsoft Word for MS-DOS 3,doc,Textual and Word Processing,-1,2,2,-2,-1,0,-2,2,2,2,0,4,1,1,0,0,1,1,0,4,1,1,1,0,0,3,2,2,4,-2,0,1,1,0,-1,1,1,-1,0,-1,2,0,0,-1,0,1990,-4,2012,-2,-6,9,Moderate Risk,13627,0.001,-5,3,7
,,7,Moderate Risk,NF00309,Microsoft Word for MS-DOS 4,doc,Textual and Word Processing,-1,2,2,-2,-1,0,-2,2,2,2,0,4,1,1,0,0,1,1,0,4,1,1,1,0,0,3,2,2,4,-2,0,1,1,0,-1,1,1,-1,0,-1,2,0,0,-1,0,1987,-4,1989,-4,-8,7,Moderate Risk,11231,0.001,-5,3,5
,,-7,Moderate Risk,NF00310,Microsoft Word for Windows 2.0,doc,Textual and Word Processing,-1,-1,0,-2,0,-4,-2,-2,-1,2,-1,-4,1,-1,0,0,1,1,0,2,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,0,0,-1,-2,-1,2,0,0,-1,0,1987,-4,1987,-4,-8,-7,Moderate Risk,28,0,-5,3,-9
,Yes,20,Low Risk,NF00311,Microsoft Word for Windows 2007-onwards (OOXML),doc; docx,Textual and Word Processing,-1,2,2,2,2,7,-2,2,2,2,2,6,1,1,0,0,1,1,-1,3,1,1,1,2,0,5,2,2,4,1,-2,1,1,1,-1,0,0,1,0,-1,2,-1,-1,-1,-2,2007,-2,2011,-2,-4,20,Low Risk,3886434,0.194,-5,3,18
,X,14,Moderate Risk,NF00302,Microsoft Word for Windows 6.0 95,doc; dot,Textual and Word Processing,-1,2,2,-1,2,4,2,2,2,2,-1,7,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1993,-4,1994,-4,-8,14,Moderate Risk,959,0,-5,5,14
,X,14,Moderate Risk,NF00303,Microsoft Word for Windows 97-2003,doc; dot,Textual and Word Processing,-1,2,2,-1,2,4,2,2,2,2,-1,7,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,14,Moderate Risk,29872,0.001,-5,5,14
,,14,Moderate Risk,NF00588,Microsoft Word for Windows 97-2003 Template,dot,Textual and Word Processing,-1,2,2,-1,2,4,2,2,2,2,-1,7,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,14,Moderate Risk,2864,0,-5,5,14
,,14,Moderate Risk,NF00312,Microsoft Word for Windows Macro,docm,Textual and Word Processing,-1,2,2,0,0,3,-2,2,2,2,0,4,1,1,0,0,1,-1,-1,1,1,1,1,0,0,3,2,2,4,1,0,1,1,3,-1,1,0,-1,-1,-1,2,0,-1,-1,-1,2007,-2,2016,0,-2,14,Moderate Risk,24,0,-5,3,12
,,14,Moderate Risk,NF00589,Microsoft Word Macro-enabled Document Template,dotm,Textual and Word Processing,-1,2,2,-1,2,4,2,2,2,2,-1,7,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,14,Moderate Risk,5627,0,-5,3,12
,X,11,Moderate Risk,NF00313,Microsoft Word Office,doc,Textual and Word Processing,-1,-1,2,-1,-1,-2,2,2,2,2,2,10,1,-1,-1,-1,1,1,0,0,1,1,1,2,2,7,2,2,4,-1,-1,2,-1,-1,-1,-1,-1,-1,-4,0,2,0,-1,2,3,1983,-4,2007,-2,-6,11,Moderate Risk,6166056,0.308,-5,3,9
,X,29,Low Risk,NF00314,Microsoft Word Office Open XML,docx; docm,Textual and Word Processing,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,-1,1,-1,1,3,1,-1,1,2,-1,2,2,2,4,-2,1,1,1,1,-1,-1,1,1,0,-1,2,-1,2,-1,1,2006,-2,2016,0,-2,29,Low Risk,3892061,0.195,-5,5,29
,,14,Moderate Risk,NF00590,Microsoft Word Template for Windows,dotx,Textual and Word Processing,-1,2,2,-1,2,4,2,2,2,2,-1,7,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,14,Moderate Risk,2864,0,-5,3,12
,,14,Moderate Risk,NF00591,Microsoft Word version 5 (MS-DOS),doc,Textual and Word Processing,-1,2,2,-1,2,4,2,2,2,2,-1,7,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1989,-4,1993,-4,-8,14,Moderate Risk,11231,0.001,-5,3,12
,,14,Moderate Risk,NF00592,Microsoft Word version 5.5 (MS-DOS),doc,Textual and Word Processing,-1,2,2,-1,2,4,2,2,2,2,-1,7,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1991,-4,1993,-4,-8,14,Moderate Risk,11231,0.001,-5,3,12
,,-12,Moderate Risk,NF00315,Microsoft Works Database for DOS 1.05,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00316,Microsoft Works Database for DOS 1.12,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00317,Microsoft Works Database for DOS 2.0,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00318,Microsoft Works Database for DOS 3,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00319,Microsoft Works Database for DOS 3a,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00320,Microsoft Works Database for DOS 3b,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00321,Microsoft Works Database for Macintosh 3,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00322,Microsoft Works Database for Macintosh 4,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00323,Microsoft Works Database for Windows 2.0,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00324,Microsoft Works Database for Windows 2.0a,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00325,Microsoft Works Database for Windows 2000,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00326,Microsoft Works Database for Windows 3.0,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00327,Microsoft Works Database for Windows 3.0a,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00328,Microsoft Works Database for Windows 3.0b,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
,,-12,Moderate Risk,NF00329,Microsoft Works Database for Windows 4,wdb,Databases,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-12,Moderate Risk,3,0,-5,-3,-20
