NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),1.1: Is the format proprietary?,1.2: Does the format have a published open specification?,"1.3: If there is a published specification, has it been approved and published by an internationally recognized standards organization?","1.4: When was the format specification for this version last updated (or, if the last updated date is not available, when was it created)?",1: TOTAL Disclosure Score,2.1: Has the file format commonly been used to create or maintain permanent records within the federal government at any point in time?,"2.2: Is the format, or format family, actively maintained and updated by an organization or community?",2.3: Have the archives or library communities identified the format as one to avoid for creation and transfer of permanent materials?,2: TOTAL Adoption Score,"3.1: Is the format character-based, rather than binary?",3.2: Is there an internal signature in an authoritative format registry that can be used to identify a file in this format?,3.3: Does the format require the use of compression?,"3.4: If the format requires the use of compression, can it be lossy?",3.5: Does this format support declared or hidden embedded data?,"3.6: If the format supports declared or hidden embedded data, does the format list or provide standard information about embedded data?",3: TOTAL Transparency Score,4.1: Does the format natively include metadata that documents the file and the technical environment used to create (and/or modify) it?,4.2: Does the format support adding embedded descriptive and administrative metadata through manual or automated processes?,4: TOTAL Self-Documentation Score,"5.1: Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","5.2: Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",5: TOTAL External Hardware Dependencies Score,6.1: Are renderers available?,"6.2: If renderers are available, is at least one of them open source?","6.3: Does the format rely on plug-ins and/or scripts, etc. to render or execute files?",6.4: Can the format be rendered or executed in more than one computing operating system?,6.5: Is there software supported by current computing environments that can create the format?,6: TOTAL External Software Dependencies Score,7.1: Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,7.2: Does the format have open source license terms?,7: TOTAL Impact of Patents Score,8.1: Does the format require the use of encryption?,"8.2: If the format requires the use of encryption, is it robust (cryptographically secure)?",8.3: Does the format natively allow the use of technical protection measures (e.g. digital rights management)?,8: TOTAL Technical Protection Mechanisms Score,TOTAL Numeric Risk Rating,Risk Level,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,Feasibility Score,NARA TOTAL
,,-16.00,Moderate Risk,NF00718,Microsoft Office Personalized Settings File,pip,Software and Code,Yes,No,N/A,0,-3,Yes,Unknown,Unknown,-1,Yes,No,Unknown,Unknown,No,N/A,-2,Unknown,Unknown,-3,No,No,4,Yes,Unknown,Unknown,Yes,Yes,0,Unknown,Unknown,-4,Unknown,Unknown,Unknown,-7,-16.00,Moderate Risk,0.000,-5,No transformation is needed,-21.00
,,24.00,Low Risk,NF00839,Microsoft Office Theme (Windows 2007-onwards),thmx,Textual and Word Processing,No,Yes,Yes,2023,6,Yes,Yes,No,5,Yes,Yes,Yes,No,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,No,-4,No,N/A,Yes,0,24.00,Low Risk,0.002,-5,Preferred/Acceptable Format as per Transfer Guidance,24.00
,,12.00,Moderate Risk,NF00822,Microsoft Offline Outlook Data File,ost,Email,Yes,Yes,No,2024,0,Unknown,Yes,No,3,No,No,No,N/A,Yes,Yes,-2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,Unknown,No,-4,No,N/A,Yes,0,12.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,10.00
,,16.00,Moderate Risk,NF00343,Microsoft OLE Compound Format,ole,Software and Code,Yes,Yes,No,2024,0,Unknown,Yes,No,3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,Unknown,No,-4,No,N/A,Yes,0,16.00,Moderate Risk,0.000,-5,No transformation is needed,11.00
,,8.00,Moderate Risk,NF00585,Microsoft OLE2 Compound Format,ole|ole2,Software and Code,Yes,Yes,No,2024,0,Unknown,Yes,No,3,No,Yes,No,N/A,Yes,No,0,Yes,Yes,3,No,No,4,Yes,Yes,Unknown,Yes,Yes,2,Unknown,No,-4,No,N/A,Yes,0,8.00,Moderate Risk,0.000,-5,No transformation is needed,3.00
,,10.00,Moderate Risk,NF00664,Microsoft OneNote,one,Presentation and Publishing,Yes,Yes,No,2024,0,Yes,Yes,No,5,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,No,Unknown,Yes,Yes,0,Unknown,No,-4,No,N/A,Yes,0,10.00,Moderate Risk,0.002,-5,Acceptable tools exist but NARA does not have them,2.00
,X,18.00,Moderate Risk,NF00280,Microsoft Outlook Item,msg|oft,Email,Yes,Yes,No,2024,0,Yes,Yes,No,5,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,No,Unknown,Yes,Yes,0,No,No,0,No,N/A,No,4,18.00,Moderate Risk,0.072,-5,Preferred/Acceptable Format as per Transfer Guidance,18.00
,,-1.00,Moderate Risk,NF00285,Microsoft PowerPoint for Macintosh 2001,ppt,Presentation and Publishing,Yes,Yes,No,2024,0,Unknown,No,Unknown,-3,No,No,No,N/A,Yes,Yes,-2,No,Yes,-1,No,No,4,Unknown,N/A,No,Yes,Yes,1,No,No,0,No,N/A,Unknown,0,-1.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-3.00
,,-6.00,Moderate Risk,NF00286,Microsoft PowerPoint for Macintosh 4.0-5.2,ppt,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,Unknown,-3,No,No,No,N/A,Unknown,Unknown,-4,No,Yes,-1,No,No,4,Unknown,N/A,No,Yes,Yes,1,No,No,0,No,N/A,Unknown,0,-6.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-8.00
,,1.00,Moderate Risk,NF00290,Microsoft PowerPoint Presentation 4.0,ppt,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,No,0,No,Yes,No,N/A,Unknown,Unknown,0,No,Yes,-1,No,No,4,Unknown,N/A,No,Yes,Yes,1,No,No,0,No,N/A,Unknown,0,1.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-1.00
,,4.00,Moderate Risk,NF00291,Microsoft PowerPoint Presentation 95,ppt,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,No,0,No,Yes,No,N/A,Unknown,Unknown,0,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,No,-4,No,N/A,Unknown,0,4.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,2.00
,X,20.00,Moderate Risk,NF00284,Microsoft PowerPoint Presentation 97-2003,ppt,Presentation and Publishing,Yes,Yes,No,2024,0,Unknown,Yes,No,3,No,Yes,No,N/A,Yes,Yes,2,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,No,4,20.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,20.00
,X,25.00,Low Risk,NF00289,Microsoft PowerPoint Presentation OpenXML (Windows 2007-onwards),pptx,Presentation and Publishing,No,Yes,No,2024,3,Yes,Yes,No,5,Yes,Yes,Yes,No,Yes,Yes,2,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,No,4,25.00,Low Risk,0.012,-5,Preferred/Acceptable Format as per Transfer Guidance,25.00
,,15.00,Moderate Risk,NF00853,Microsoft PowerPoint Presentation OpenXML (Windows 2007-onwards) Macro-Enabled,pptm,Presentation and Publishing,No,Yes,No,2024,3,Yes,Yes,Unknown,2,Yes,Yes,Yes,No,Yes,Yes,2,No,Yes,-1,No,No,4,Unknown,N/A,No,Yes,Yes,1,Yes,Yes,0,No,N/A,No,4,15.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,15.00
,,22.00,Moderate Risk,NF00771,Microsoft PowerPoint Template,pot,Presentation and Publishing,Yes,Yes,No,2024,0,Yes,Yes,No,5,No,Yes,No,N/A,Yes,Yes,2,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,No,4,22.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,22.00
,,-6.00,Moderate Risk,NF00658,Microsoft PowerPoint unspecified version,ppt,Presentation and Publishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.00,Moderate Risk,0.013,-5,Transformation already performed at NARA,-8.00
,,-1.00,Moderate Risk,NF00682,Microsoft Project 2000-2003,mpp,Presentation and Publishing|Structured Data,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,No,Yes,Yes,Yes,0,Unknown,No,-4,No,N/A,Yes,0,-1.00,Moderate Risk,0.000,-5,No transformation is needed,-6.00
,,-1.00,Moderate Risk,NF00683,Microsoft Project 2007,mpp,Presentation and Publishing|Structured Data,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,No,Yes,Yes,Yes,0,Unknown,No,-4,No,N/A,Yes,0,-1.00,Moderate Risk,0.000,-5,No transformation is needed,-6.00
,,-1.00,Moderate Risk,NF00684,Microsoft Project 2010,mpp,Presentation and Publishing|Structured Data,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,No,Yes,Yes,Yes,0,Unknown,No,-4,No,N/A,Yes,0,-1.00,Moderate Risk,0.000,-5,No transformation is needed,-6.00
,,-1.00,Moderate Risk,NF00679,Microsoft Project 4.0,mpp,Presentation and Publishing|Structured Data,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,No,Yes,Yes,Yes,0,Unknown,No,-4,No,N/A,Yes,0,-1.00,Moderate Risk,0.000,-5,No transformation is needed,-6.00
,,-1.00,Moderate Risk,NF00680,Microsoft Project 95,mpp,Presentation and Publishing|Structured Data,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,No,Yes,Yes,Yes,0,Unknown,No,-4,No,N/A,Yes,0,-1.00,Moderate Risk,0.000,-5,No transformation is needed,-6.00
,,-1.00,Moderate Risk,NF00681,Microsoft Project 98,mpp,Presentation and Publishing|Structured Data,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,No,Yes,Yes,Yes,0,Unknown,No,-4,No,N/A,Yes,0,-1.00,Moderate Risk,0.000,-5,No transformation is needed,-6.00
,,-1.00,Moderate Risk,NF00842,Microsoft Project unspecified version,mpp,Presentation and Publishing|Structured Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00,Moderate Risk,0.001,-5,No transformation is needed,-6.00
,,-8.00,Moderate Risk,NF00293,Microsoft Publisher 2.0,pub,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,Yes,No,3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,Yes,No,-4,Unknown,N/A,Unknown,Yes,Yes,-5,Unknown,No,-4,No,N/A,Unknown,0,-8.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-16.00
,,-8.00,Moderate Risk,NF00294,Microsoft Publisher 2000,pub,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,Yes,No,3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,Yes,No,-4,Unknown,N/A,Unknown,Yes,Yes,-5,Unknown,No,-4,No,N/A,Unknown,0,-8.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-16.00
,,-8.00,Moderate Risk,NF00295,Microsoft Publisher 2002,pub,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,Yes,No,3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,Yes,No,-4,Unknown,N/A,Unknown,Yes,Yes,-5,Unknown,No,-4,No,N/A,Unknown,0,-8.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-16.00
,,-8.00,Moderate Risk,NF00296,Microsoft Publisher 95,pub,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,Yes,No,3,Unknown,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,Yes,No,-4,Unknown,N/A,Unknown,Yes,Yes,-5,Unknown,No,-4,No,N/A,Unknown,0,-8.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-16.00
,,-8.00,Moderate Risk,NF00297,Microsoft Publisher 97,pub,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,Yes,No,3,Unknown,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,Yes,No,-4,Unknown,N/A,Unknown,Yes,Yes,-5,Unknown,No,-4,No,N/A,Unknown,0,-8.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-16.00
,,-8.00,Moderate Risk,NF00298,Microsoft Publisher 98,pub,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,Yes,No,3,Unknown,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,Yes,No,-4,Unknown,N/A,Unknown,Yes,Yes,-5,Unknown,No,-4,No,N/A,Unknown,0,-8.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-16.00
,,-8.00,Moderate Risk,NF00832,Microsoft Publisher unspecified version,pub,Presentation and Publishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-16.00
,,-21.00,Moderate Risk,NF00404,Microsoft Schedule+ Contacts,scd,Databases|Calendars,Yes,No,N/A,0,-3,Unknown,No,No,0,No,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,No,N/A,No,Yes,No,-1,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-21.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-29.00
,,-29.00,High Risk,NF00821,Microsoft Streets and Trips Map Format,est,Geospatial,Yes,No,N/A,2012,-3,Yes,No,No,2,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Unknown,N/A,Unknown,Unknown,Unknown,-11,Unknown,Unknown,-4,Unknown,Unknown,Unknown,-7,-29.00,High Risk,0.000,-5,No acceptable tools available in the marketplace,-39.00
,,-18.00,Moderate Risk,NF00737,Microsoft Type Library,tlb,Software and Code,Yes,No,N/A,0,-3,Unknown,Unknown,Yes,-3,No,No,Unknown,Unknown,No,N/A,-4,Yes,No,1,No,No,4,Unknown,N/A,Yes,No,Yes,-9,Unknown,No,-4,No,N/A,Unknown,0,-18.00,Moderate Risk,0.000,-5,No acceptable tools available in the marketplace,-28.00
,,-2.00,Moderate Risk,NF00503,Microsoft Visio Drawing 2000,vsd,Digital Design and Vector Graphics,Yes,No,N/A,2000,-3,Unknown,No,No,0,No,Yes,Yes,No,Unknown,Unknown,-2,Unknown,Unknown,-3,No,No,4,Yes,Yes,No,Yes,Unknown,6,Unknown,Unknown,-4,No,N/A,Unknown,0,-2.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-4.00
,,-2.00,Moderate Risk,NF00504,Microsoft Visio Drawing 2002,vsd,Digital Design and Vector Graphics,Yes,No,N/A,2002,-3,Unknown,No,No,0,No,Yes,Yes,No,Unknown,Unknown,-2,Unknown,Unknown,-3,No,No,4,Yes,Yes,No,Yes,Unknown,6,Unknown,Unknown,-4,No,N/A,Unknown,0,-2.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-4.00
,,-2.00,Moderate Risk,NF00505,Microsoft Visio Drawing 2003-2010,vsd,Digital Design and Vector Graphics,Yes,No,N/A,2010,-3,Unknown,No,No,0,No,Yes,Yes,No,Unknown,Unknown,-2,Unknown,Unknown,-3,No,No,4,Yes,Yes,No,Yes,Unknown,6,Unknown,Unknown,-4,No,N/A,Unknown,0,-2.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-4.00
,,18.00,Moderate Risk,NF00300,Microsoft Visio Drawing 2013,vsdx,Digital Design and Vector Graphics,Yes,Yes,No,2024,0,Unknown,Yes,No,3,No,Yes,Yes,No,Yes,Yes,0,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,Unknown,0,18.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,16.00
,,-6.00,Moderate Risk,NF00506,Microsoft Visio Drawing 5.0,vsd,Digital Design and Vector Graphics,Yes,No,N/A,0,-3,Unknown,No,No,0,No,No,Yes,No,Unknown,Unknown,-6,Unknown,Unknown,-3,No,No,4,Yes,Yes,No,Yes,Unknown,6,Unknown,Unknown,-4,No,N/A,Unknown,0,-6.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-8.00
,,-6.00,Moderate Risk,NF00299,Microsoft Visio Drawing unspecified version,vsd,Digital Design and Vector Graphics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.00,Moderate Risk,0.001,-5,Transformation already performed at NARA,-8.00
,,-13.00,Moderate Risk,NF00707,Microsoft Visio Stencils,vss,Digital Design and Vector Graphics,Yes,No,N/A,2007,-3,Yes,Yes,No,5,No,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Yes,Yes,Unknown,Yes,Yes,2,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-13.00,Moderate Risk,0.001,-5,No transformation is needed,-18.00
,,8.00,Moderate Risk,NF00586,Microsoft Visual FoxPro database container,dbc|dct|dcx,Databases,Yes,No,N/A,2007,-3,Unknown,No,No,0,No,Yes,No,N/A,Unknown,Unknown,0,Yes,Yes,3,No,No,4,Yes,Unknown,No,Yes,No,4,Unknown,No,-4,No,N/A,No,4,8.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,0.00
,,7.00,Moderate Risk,NF00387,Microsoft Windows PowerShell Data File,psd1,Software and Code,Yes,Yes,No,2024,0,Yes,Yes,Yes,2,Yes,No,No,N/A,Unknown,Unknown,-2,Yes,No,1,No,No,4,Yes,Unknown,No,No,Yes,2,Unknown,No,-4,No,N/A,No,4,7.00,Moderate Risk,0.001,-5,No transformation is needed,2.00
,,1.00,Moderate Risk,NF00698,Microsoft WinHelp,hlp,Software and Code,Yes,No,N/A,0,-3,Yes,Unknown,Yes,-1,Yes,Yes,No,N/A,Yes,No,2,Yes,Yes,3,No,No,4,Yes,No,Unknown,No,Yes,-4,Unknown,No,-4,No,N/A,No,4,1.00,Moderate Risk,0.002,-5,No transformation is needed,-4.00
,,-12.00,Moderate Risk,NF00706,Microsoft Word Auto-save Document Format,asd,Textual and Word Processing,Yes,No,N/A,0,-3,Yes,Yes,Yes,2,No,No,Unknown,Unknown,Yes,Unknown,-7,Yes,Yes,3,No,No,4,Yes,No,Unknown,Yes,Yes,0,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-12.00,Moderate Risk,0.001,-5,Transformation already performed at NARA,-14.00
,,11.00,Moderate Risk,NF00305,Microsoft Word for Macintosh 5.0,doc|mcw,Textual and Word Processing,Yes,Yes,No,2023,0,Unknown,Yes,Yes,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,No,0,No,No,0,No,N/A,Unknown,0,11.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,9.00
,,14.00,Moderate Risk,NF00306,Microsoft Word for Macintosh 6.0,doc,Textual and Word Processing,Yes,Yes,No,0,0,Unknown,No,Unknown,-3,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,Unknown,Yes,Yes,2,No,Yes,4,No,N/A,Unknown,0,14.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,12.00
,,5.00,Moderate Risk,NF00309,Microsoft Word for MS-DOS 1-4,doc,Textual and Word Processing,Yes,No,N/A,0,-3,Unknown,No,Unknown,-3,Yes,Yes,No,N/A,Yes,Unknown,2,Yes,Yes,3,No,No,4,Yes,Yes,Unknown,Yes,Yes,2,No,No,0,No,N/A,Unknown,0,5.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,3.00
,,11.00,Moderate Risk,NF00591,Microsoft Word for MS-DOS 5,doc,Textual and Word Processing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,Yes,Yes,No,N/A,Yes,Unknown,2,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,No,4,11.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,9.00
,,14.00,Moderate Risk,NF00592,Microsoft Word for MS-DOS 5.5,doc,Textual and Word Processing,Yes,Yes,No,1993,0,Unknown,No,Yes,-3,Yes,Yes,No,N/A,Yes,Unknown,2,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,No,4,14.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,12.00
,,5.00,Moderate Risk,NF00310,Microsoft Word for Windows 2.0,doc,Textual and Word Processing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,Yes,Yes,No,N/A,Yes,Unknown,2,Yes,Yes,3,No,No,4,Yes,No,No,Yes,Yes,6,Yes,No,-4,No,N/A,Unknown,0,5.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,3.00
,X,28.00,Low Risk,NF00311,Microsoft Word for Windows 2007-onwards (OOXML),docx,Textual and Word Processing,No,Yes,Yes,2024,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,Yes,0,28.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,28.00
,,9.00,Moderate Risk,NF00302,Microsoft Word for Windows 6.0-95,doc|dot,Textual and Word Processing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Unknown,0,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,No,4,9.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,7.00
,X,13.00,Moderate Risk,NF00303,Microsoft Word for Windows 97-2003,doc|dot|wbk,Textual and Word Processing,Yes,Yes,No,2007,0,Unknown,No,No,0,No,No,No,N/A,Yes,Yes,-2,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,No,4,13.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,13.00
,,9.00,Moderate Risk,NF00588,Microsoft Word for Windows 97-2003 Template,dot,Textual and Word Processing,Yes,Yes,No,2003,0,Yes,No,No,2,No,No,No,N/A,Yes,Yes,-2,No,Yes,-1,No,No,4,Yes,Unknown,No,Yes,Yes,6,Yes,No,-4,No,N/A,No,4,9.00,Moderate Risk,0.001,-5,Preferred/Acceptable Format as per Transfer Guidance,9.00
,,29.00,Low Risk,NF00312,Microsoft Word for Windows Macro 2007-onwards (OOXML),docm,Textual and Word Processing,No,Yes,No,2024,3,Yes,Yes,No,5,Yes,Yes,No,N/A,Unknown,Unknown,2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,Yes,0,No,N/A,No,4,29.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,29.00
,,13.00,Moderate Risk,NF00589,Microsoft Word Macro-enabled Document Template,dotm,Textual and Word Processing,Yes,Yes,No,2024,0,Unknown,Yes,Yes,0,No,Yes,No,N/A,Unknown,Unknown,0,No,Yes,-1,No,No,4,Yes,Unknown,No,Yes,Yes,6,Yes,Yes,0,No,N/A,No,4,13.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,13.00
,,18.00,Moderate Risk,NF00590,Microsoft Word Open Office XML Template,dotx,Textual and Word Processing,Yes,Yes,No,2024,0,Yes,Yes,No,5,No,Yes,No,N/A,Unknown,Unknown,0,No,Yes,-1,No,No,4,Yes,Unknown,No,Yes,Yes,6,Yes,Yes,0,No,N/A,No,4,18.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,18.00
,,5.00,Moderate Risk,NF00659,Microsoft Word unspecified version,doc,Textual and Word Processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,Moderate Risk,0.381,-5,Transformation already performed at NARA,3.00
,,-31.00,High Risk,NF00315,Microsoft Works Database for DOS 1.05,wdb,Databases,Yes,No,N/A,0,-3,Unknown,No,No,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Unknown,N/A,Unknown,Unknown,No,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-31.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-39.00
,,-31.00,High Risk,NF00316,Microsoft Works Database for DOS 1.12,wdb,Databases,Yes,No,N/A,0,-3,Unknown,No,No,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Unknown,N/A,Unknown,Unknown,No,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-31.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-39.00
,,-31.00,High Risk,NF00317,Microsoft Works Database for DOS 2.0,wdb,Databases,Yes,No,N/A,0,-3,Unknown,No,No,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Unknown,N/A,Unknown,Unknown,No,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-31.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-39.00
,,-31.00,High Risk,NF00318,Microsoft Works Database for DOS 3,wdb,Databases,Yes,No,N/A,0,-3,Unknown,No,No,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Unknown,N/A,Unknown,Unknown,No,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-31.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-39.00
,,-31.00,High Risk,NF00319,Microsoft Works Database for DOS 3a,wdb,Databases,Yes,No,N/A,0,-3,Unknown,No,No,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Unknown,N/A,Unknown,Unknown,No,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-31.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-39.00
,,-31.00,High Risk,NF00320,Microsoft Works Database for DOS 3b,wdb,Databases,Yes,No,N/A,0,-3,Unknown,No,No,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Unknown,N/A,Unknown,Unknown,No,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-31.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-39.00
,,-31.00,High Risk,NF00321,Microsoft Works Database for Macintosh 3,wdb,Databases,Yes,No,N/A,0,-3,Unknown,No,No,0,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,Unknown,N/A,Unknown,Unknown,No,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-31.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-39.00
