NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),1.1: Is the format proprietary?,1.2: Does the format have a published open specification?,"1.3: If there is a published specification, has it been approved and published by an internationally recognized standards organization?","1.4: When was the format specification for this version last updated (or, if the last updated date is not available, when was it created)?",1: TOTAL Disclosure Score,2.1: Has the file format commonly been used to create or maintain permanent records within the federal government at any point in time?,"2.2: Is the format, or format family, actively maintained and updated by an organization or community?",2.3: Have the archives or library communities identified the format as one to avoid for creation and transfer of permanent materials?,2: TOTAL Adoption Score,"3.1: Is the format character-based, rather than binary?",3.2: Is there an internal signature in an authoritative format registry that can be used to identify a file in this format?,3.3: Does the format require the use of compression?,"3.4: If the format requires the use of compression, can it be lossy?",3.5: Does this format support declared or hidden embedded data?,"3.6: If the format supports declared or hidden embedded data, does the format list or provide standard information about embedded data?",3: TOTAL Transparency Score,4.1: Does the format natively include metadata that documents the file and the technical environment used to create (and/or modify) it?,4.2: Does the format support adding embedded descriptive and administrative metadata through manual or automated processes?,4: TOTAL Self-Documentation Score,"5.1: Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","5.2: Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",5: TOTAL External Hardware Dependencies Score,6.1: Are renderers available?,"6.2: If renderers are available, is at least one of them open source?","6.3: Does the format rely on plug-ins and/or scripts, etc. to render or execute files?",6.4: Can the format be rendered or executed in more than one computing operating system?,6.5: Is there software supported by current computing environments that can create the format?,6: TOTAL External Software Dependencies Score,7.1: Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,7.2: Does the format have open source license terms?,7: TOTAL Impact of Patents Score,8.1: Does the format require the use of encryption?,"8.2: If the format requires the use of encryption, is it robust (cryptographically secure)?",8.3: Does the format natively allow the use of technical protection measures (e.g. digital rights management)?,8: TOTAL Technical Protection Mechanisms Score,TOTAL Numeric Risk Rating,Risk Level,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,Feasibility Score,NARA TOTAL
,,-6.00,Moderate Risk,NF00124,AutoCAD component: Compiled Menu,mnc,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,2,0,2,4,-6.00,Moderate Risk,0.000,-5,-5,-16.00
,,0.00,Moderate Risk,NF00125,AutoCAD component: Custom Dictionary,cus,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,1,2,-1,-1,-1,-1,-1,-2,-1,-3,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,2,0,2,4,0.00,Moderate Risk,0.000,-5,-5,-10.00
,,-2.00,Moderate Risk,NF00126,AutoCAD component: dbConnect Template Set,dbt,Digital Design and Vector Graphics|Databases,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,2,0,2,4,-2.00,Moderate Risk,0.000,-5,-5,-12.00
,,-4.00,Moderate Risk,NF00127,AutoCAD component: Linetype Definition File,lin,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,1,-2,-1,-1,-1,-1,-5,-2,-1,-3,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,2,0,2,4,-4.00,Moderate Risk,0.000,-5,-5,-14.00
,,-2.00,Moderate Risk,NF00128,AutoCAD component: Named Plot Style Table,stb,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,2,0,2,4,-2.00,Moderate Risk,0.000,-5,-5,-12.00
,,-4.00,Moderate Risk,NF00132,AutoCAD component: Script,scr,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,1,-2,-1,-1,-1,-1,-5,-2,-1,-3,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,2,0,2,4,-4.00,Moderate Risk,0.000,-5,-5,-14.00
,,0.00,Moderate Risk,NF00118,AutoCAD Drawing (2000-2002),dwg,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,1,-4,2,1,2,-2,-2,-4,2,0,2,4,0.00,Moderate Risk,0.000,-5,3,-2.00
,,0.00,Moderate Risk,NF00119,AutoCAD Drawing (2004-2005),dwg,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,1,-4,2,1,2,-2,-2,-4,2,0,2,4,0.00,Moderate Risk,0.000,-5,3,-2.00
,,0.00,Moderate Risk,NF00120,AutoCAD Drawing (2007-2008),dwg,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,1,-4,2,1,2,-2,-2,-4,2,0,2,4,0.00,Moderate Risk,0.000,-5,3,-2.00
,,0.00,Moderate Risk,NF00121,AutoCAD Drawing (2010-2012),dwg,Digital Design and Vector Graphics,-1,-2,0,-2,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,1,-4,2,1,2,-2,-2,-4,2,0,2,4,0.00,Moderate Risk,0.000,-5,3,-2.00
,,-2.00,Moderate Risk,NF00129,AutoCAD Drawing (R10),dwg,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,1,-4,2,-1,0,-2,-2,-4,2,0,2,4,-2.00,Moderate Risk,0.000,-5,3,-4.00
,,-2.00,Moderate Risk,NF00130,AutoCAD Drawing (R11/12),dwg,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,1,-4,2,-1,0,-2,-2,-4,2,0,2,4,-2.00,Moderate Risk,0.000,-5,3,-4.00
,,0.00,Moderate Risk,NF00131,AutoCAD Drawing (R14),dwg,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,1,-4,2,1,2,-2,-2,-4,2,0,2,4,0.00,Moderate Risk,0.000,-5,3,-2.00
,,-2.00,Moderate Risk,NF00649,AutoCAD Drawing unspecified version,dwg,Digital Design and Vector Graphics,FALSE,FALSE,FALSE,-4,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,-2.00,Moderate Risk,0.003,-5,3,-4.00
,,-13.00,Moderate Risk,NF00133,AutoDesk Revit Template,rte,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,-4,-1,-2,-7,-13.00,Moderate Risk,0.000,-5,3,-15.00
X,,22.00,Moderate Risk,NF00862,AV1 Image File Format 1.1,avif,Digital Video|Digital Still Image,2,2,2,0,6,0,2,1,3,-1,-2,-1,-1,1,0,-4,2,1,3,2,2,4,2,1,-4,2,1,2,2,2,4,2,0,2,4,22.00,Moderate Risk,0.000,-5,5,22.00
,,-21.00,Moderate Risk,NF00817,Avid Pro Tools Session 5.1-6.9,pts,Digital Audio,-1,-2,0,-4,-3,2,-1,1,2,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,-4,0,-4,2,-1,-7,-2,-2,-4,-4,-1,-2,-7,-21.00,Moderate Risk,0.000,-5,-3,-29.00
,,-11.00,Moderate Risk,NF00734,Backup File,bak|old|sb|bck,Software and Code,-1,-2,0,-4,-3,0,-1,-2,-3,-1,-2,-1,-1,-1,-1,-7,2,-1,1,2,2,4,2,1,2,2,1,8,-2,-2,-4,-4,-1,-2,-7,-11.00,Moderate Risk,0.000,-5,0,-16.00
,,2.00,Moderate Risk,NF00134,Batch Script,bat|cmd|btm,Software and Code,-1,2,-1,-4,0,2,2,-2,2,1,-2,1,0,1,0,1,-2,-1,-3,2,2,4,2,1,-4,2,1,2,-2,-2,-4,2,0,-2,0,2.00,Moderate Risk,0.001,-5,0,-3.00
,,-35.00,High Risk,NF00820,Beyond TV Transport Stream,tp,Digital Video,-1,-2,0,-4,-3,2,-1,1,2,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,-4,-2,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-35.00,High Risk,0.000,-5,-5,-45.00
,,-5.00,Moderate Risk,NF00135,Binary file,bin,Software and Code,-1,-2,0,-4,-3,2,-1,-2,-1,-1,-2,1,0,-1,-1,-4,-2,-1,-3,2,2,4,2,1,-4,2,1,2,2,-2,0,2,0,-2,0,-5.00,Moderate Risk,0.000,-5,0,-10.00
,,-46.00,High Risk,NF00702,BlackBerry Binary Executable,cod,Software and Code,-1,-2,0,-4,-3,2,-1,-2,-1,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,-6,-4,-10,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-46.00,High Risk,0.001,-5,0,-51.00
X,,32.00,Low Risk,NF00650,Broadcast Wave (BWF) unspecified version,wav,Digital Audio,FALSE,FALSE,FALSE,-4,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,32.00,Low Risk,0.003,-5,5,32.00
X,,32.00,Low Risk,NF00136,Broadcast Wave (BWF) v. 0,wav,Digital Audio,-1,2,2,-4,3,0,2,1,3,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,-1,6,2,2,4,2,0,2,4,32.00,Low Risk,0.000,-5,5,32.00
X,,32.00,Low Risk,NF00539,Broadcast Wave (BWF) v. 1,wav,Digital Audio,-1,2,2,-4,3,0,2,1,3,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,-1,6,2,2,4,2,0,2,4,32.00,Low Risk,0.000,-5,5,32.00
X,,34.00,Low Risk,NF00540,Broadcast Wave (BWF) v. 2,wav,Digital Audio,-1,2,2,-2,3,0,2,1,3,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,34.00,Low Risk,0.000,-5,5,34.00
,,-15.00,Moderate Risk,NF00713,Broderbund The Print Shop Letterhead,let,Presentation and Publishing,-1,-2,0,-4,-3,2,-1,-2,-1,-1,-2,-1,-1,-1,-1,-7,2,1,3,2,2,4,-4,0,-4,2,-1,-7,-2,-2,-4,2,0,-2,0,-15.00,Moderate Risk,0.000,-5,-3,-23.00
X,,25.00,Low Risk,NF00636,BSB,kap|cap|bsb,Navigational Charts|Geospatial,2,2,2,-4,6,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,-4,2,1,2,2,-2,0,2,0,2,4,25.00,Low Risk,0.000,-5,3,23.00
,,19.00,Moderate Risk,NF00594,BSON,bson,Databases,-1,2,-1,0,0,0,2,1,3,-1,-2,1,0,1,0,-1,2,1,3,2,2,4,2,1,-4,2,1,2,2,2,4,2,0,2,4,19.00,Moderate Risk,0.000,-5,3,17.00
,,-31.00,High Risk,NF00137,Btrieve 5.1,btr,Databases,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-31.00,High Risk,0.000,-5,-3,-39.00
,,-31.00,High Risk,NF00541,Btrieve 6.0,btr,Databases,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-31.00,High Risk,0.000,-5,-3,-39.00
,,-31.00,High Risk,NF00542,Btrieve 6.1,btr,Databases,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-31.00,High Risk,0.000,-5,-3,-39.00
,,15.00,Moderate Risk,NF00732,C/C++/Objective-C Header File,h|hpp|hxx,Software and Code,2,2,-1,-4,3,2,-1,-2,-1,-1,-2,1,0,-1,1,-2,2,1,3,2,2,4,2,1,2,2,1,8,-2,2,0,2,0,-2,0,15.00,Moderate Risk,0.000,-5,0,10.00
,,31.00,Low Risk,NF00138,C# Code,cs,Software and Code,-1,2,2,-2,3,2,2,1,5,1,-2,1,0,-1,1,0,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,31.00,Low Risk,0.003,-5,0,26.00
,,29.00,Low Risk,NF00139,CALS Compressed Bitmap,cal|ct1|ct2,Digital Still Image,2,2,-1,-4,3,2,-1,1,2,-1,2,1,0,1,0,3,2,-1,1,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,29.00,Low Risk,0.002,-5,3,27.00
,,6.00,Moderate Risk,NF00468,Canon RAW 1.0,crw,Digital Still Image,-1,-2,0,-4,-3,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,-4,2,-1,0,-2,-2,-4,2,0,-2,0,6.00,Moderate Risk,0.000,-5,3,4.00
,,8.00,Moderate Risk,NF00469,Canon RAW 2.0,cr2,Digital Still Image,-1,-2,0,-4,-3,2,2,1,5,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,-4,2,-1,0,-2,-2,-4,2,0,-2,0,8.00,Moderate Risk,0.277,-5,3,6.00
,,24.00,Low Risk,NF00141,Cascading Style Sheets 1.0,css,Web Records|Software and Code,2,2,2,-4,6,0,2,-2,0,1,-2,1,0,1,0,1,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,24.00,Low Risk,0.000,-5,0,19.00
,,24.00,Low Risk,NF00543,Cascading Style Sheets 2.0,css,Web Records|Software and Code,2,2,2,-4,6,0,2,-2,0,1,-2,1,0,1,0,1,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,24.00,Low Risk,0.000,-5,0,19.00
,,24.00,Low Risk,NF00544,Cascading Style Sheets 2.1,css,Web Records|Software and Code,2,2,2,0,6,0,2,-2,0,1,-2,1,0,1,0,1,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,24.00,Low Risk,0.000,-5,0,19.00
,,24.00,Low Risk,NF00651,Cascading Style Sheets unspecified version,css,Web Records|Software and Code,FALSE,FALSE,FALSE,-4,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,24.00,Low Risk,0.009,-5,0,19.00
,,-18.00,Moderate Risk,NF00772,CC:Mail archive,cca,Email,-1,-2,0,-4,-3,2,-1,1,2,1,-2,-1,-1,-1,-1,-5,-2,1,-1,2,2,4,2,1,-4,-2,-1,-4,-2,-2,-4,-4,-1,-2,-7,-18.00,Moderate Risk,0.000,-5,0,-23.00
,,27.00,Low Risk,NF00191,CCITT T.4 Group 3 compression (Fax image file),tiff|others,Digital Still Image,2,2,2,-4,6,0,2,1,3,-1,0,1,0,1,0,1,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,27.00,Low Risk,0.000,-5,3,25.00
,,27.00,Low Risk,NF00488,CCITT T.6 Group 4 compression (Fax image file),tiff|others,Digital Still Image,2,2,2,-4,6,0,2,1,3,-1,0,1,0,1,0,1,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,27.00,Low Risk,0.000,-5,3,25.00
,,28.00,Low Risk,NF00833,CDX Internet Archive Index,cdx,Web Records,2,2,2,-2,6,0,2,1,3,1,2,1,0,-1,-1,2,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,28.00,Low Risk,0.000,-5,5,28.00
,,-7.00,Moderate Risk,NF00411,Checksum File,sum,Software and Code,-1,-2,0,-4,-3,2,-1,-2,-1,1,-2,1,0,-1,-1,-2,2,-1,1,2,2,4,2,-1,-4,2,-1,-2,-2,-2,-4,2,0,-2,0,-7.00,Moderate Risk,0.000,-5,0,-12.00
,,15.00,Moderate Risk,NF00545,Cold Fusion Component File,cfc,Software and Code,-1,-2,0,0,-3,0,2,1,3,1,-2,1,0,-1,-1,-2,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,15.00,Moderate Risk,0.000,-5,0,10.00
,,23.00,Low Risk,NF00142,Cold Fusion Markup Language,cfm,Software and Code,-1,-2,0,-4,-3,2,2,1,5,1,-2,1,0,-1,-1,-2,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,23.00,Low Risk,0.001,-5,0,18.00
X,,26.00,Low Risk,NF00143,Comma Separated Values,csv,Structured Data,2,2,2,-4,6,2,-1,1,2,1,-2,1,0,1,0,1,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,26.00,Low Risk,0.037,-5,FALSE,21.00
,,21.00,Moderate Risk,NF00725,Command manual,man,Software and Code,2,2,-1,0,3,2,-1,-2,-1,1,-2,1,0,-1,1,0,2,1,3,2,2,4,2,1,2,2,1,8,-2,2,0,2,0,2,4,21.00,Moderate Risk,0.000,-5,0,16.00
,,19.00,Moderate Risk,NF00144,Common Data Format Toolkit,cdf,Software and Code,-1,2,-1,-2,0,0,2,-2,0,-1,-2,1,0,-1,-1,-4,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,19.00,Moderate Risk,0.000,-5,0,14.00
,,-24.00,High Risk,NF00790,CompeGPS Land Track file,trk,Geospatial,-1,-2,0,-4,-3,2,-1,1,2,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,2,4,2,-1,-4,-2,-1,-6,-2,-2,-4,-4,-1,-2,-7,-24.00,High Risk,0.000,-5,3,-26.00
,,-13.00,Moderate Risk,NF00111,Compressed Archive File,arc,Software and Code,-1,2,-1,-4,0,0,-1,-2,-3,-1,-2,-1,0,-1,-1,-6,2,-1,1,2,2,4,-4,0,2,-2,-1,-5,-2,-2,-4,2,0,-2,0,-13.00,Moderate Risk,0.000,-5,0,-18.00
,,-41.00,High Risk,NF00774,Compressed ARX file archive,arx,Software and Code,-1,-2,0,-4,-3,2,-1,-2,-1,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,-6,-4,-10,2,-1,-4,-2,-1,-6,-2,-2,-4,-4,-1,-2,-7,-41.00,High Risk,0.000,-5,0,-46.00
,,-5.00,Moderate Risk,NF00691,Compressed Dynamic Link Library (DLL),dl_,Software and Code,-1,-2,0,0,-3,2,2,-2,2,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,2,4,2,-1,2,-2,1,2,-2,-2,-4,2,0,2,4,-5.00,Moderate Risk,0.004,-5,0,-10.00
,,15.00,Moderate Risk,NF00145,Computer Graphics Metafile Binary 1,cgm,Digital Still Image,2,2,2,-4,6,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,-4,-2,1,-2,2,-2,0,2,0,2,4,15.00,Moderate Risk,0.000,-5,0,10.00
,,15.00,Moderate Risk,NF00546,Computer Graphics Metafile Binary 2,cgm,Digital Still Image,2,2,2,-4,6,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,-4,-2,1,-2,2,-2,0,2,0,2,4,15.00,Moderate Risk,0.000,-5,0,10.00
,,15.00,Moderate Risk,NF00547,Computer Graphics Metafile Binary 3,cgm,Digital Still Image,2,2,2,-4,6,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,-4,-2,1,-2,2,-2,0,2,0,2,4,15.00,Moderate Risk,0.000,-5,0,10.00
,,15.00,Moderate Risk,NF00548,Computer Graphics Metafile Binary 4,cgm,Digital Still Image,2,2,2,-4,6,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,-4,-2,1,-2,2,-2,0,2,0,2,4,15.00,Moderate Risk,0.000,-5,0,10.00
,,15.00,Moderate Risk,NF00783,Computer Graphics Metafile Binary unspecified version,cgm,Digital Still Image,FALSE,FALSE,FALSE,-4,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,15.00,Moderate Risk,0.000,-5,0,10.00
,,-1.00,Moderate Risk,NF00146,Configuration File,ini|conf|cnf|cfg|cf|config,Software and Code,2,-2,0,-4,0,2,-1,-2,-1,-1,-2,1,0,1,0,-1,2,-1,1,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,2,0,-2,0,-1.00,Moderate Risk,0.006,-5,0,-6.00
,,-24.00,High Risk,NF00148,Corel CMX Compressed,cpx,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-24.00,High Risk,0.000,-5,-3,-32.00
,,-16.00,Moderate Risk,NF00701,Corel Print House version 5,cpd|cph|cpo,Presentation and Publishing,-1,-2,0,-4,-3,2,-1,-2,-1,-1,2,-1,-1,-1,-1,-3,2,1,3,2,2,4,-4,0,2,-2,-1,-5,-2,-2,-4,-4,-1,-2,-7,-16.00,Moderate Risk,0.001,-5,-5,-26.00
,,-22.00,Moderate Risk,NF00549,CorelDraw Compressed Drawing,cdx,Digital Design and Vector Graphics,-1,-2,0,-4,-3,2,2,1,5,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-22.00,Moderate Risk,0.000,-5,-3,-30.00
,,6.00,Moderate Risk,NF00147,CorelDraw Drawing 8.0,cdr,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,2,2,-1,6,-2,-2,-4,2,0,-2,0,6.00,Moderate Risk,0.000,-5,3,4.00
,,6.00,Moderate Risk,NF00478,CorelDraw Drawing 9.0,cdr,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,2,2,-1,6,-2,-2,-4,2,0,-2,0,6.00,Moderate Risk,0.000,-5,3,4.00
,,-41.00,High Risk,NF00149,CorelDraw Wavelet Image File,wi|wvl,Digital Still Image,-1,-2,0,-4,-3,0,-1,1,0,-1,2,-1,-1,-1,-1,-3,-2,-1,-3,-6,-4,-10,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-41.00,High Risk,0.000,-5,3,-43.00
X,,24.00,Low Risk,NF00550,CouchDB,json,Databases,2,2,-1,0,3,0,2,1,3,1,-2,1,0,1,0,1,2,1,3,2,2,4,2,1,-4,2,1,2,2,2,4,2,0,2,4,24.00,Low Risk,0.000,-5,5,24.00
,,5.00,Moderate Risk,NF00150,Crystal Reports File,rpt,Presentation and Publishing,-1,-2,0,-4,-3,2,2,1,5,-1,2,-1,-1,-1,-1,-3,2,1,3,2,2,4,-4,0,2,2,-1,-1,2,-2,0,2,0,-2,0,5.00,Moderate Risk,0.002,-5,0,0.00
,,-11.00,Moderate Risk,NF00159,Custom Dictionary File,dct|dic,Software and Code,-1,-2,0,-4,-3,2,-1,-2,-1,1,-2,-1,-1,-1,-1,-5,-2,-1,-3,2,2,4,2,1,2,2,1,8,-2,-2,-4,-4,-1,-2,-7,-11.00,Moderate Risk,0.002,-5,5,-11.00
,,-46.00,High Risk,NF00151,Data File,dat,Software and Code,-1,-2,0,-4,-3,2,-1,-2,-1,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,-6,-4,-10,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-46.00,High Risk,0.005,-5,0,-51.00
,,-25.00,High Risk,NF00710,Data List File,lst,Software and Code,2,-2,0,-4,0,2,-1,-2,-1,1,-2,1,0,-1,-1,-2,-2,-1,-3,-6,2,-4,2,1,-4,-2,-1,-4,-2,-2,-4,-4,-1,-2,-7,-25.00,High Risk,0.001,-5,0,-30.00
,,-23.00,High Risk,NF00152,db file: Paradox; Oracle; dBASE IV; dbvista; dBFast; XTreeGold; XoftSpySE,db,Databases,-1,-2,0,-4,-3,2,-1,-2,-1,1,-2,-1,-1,-1,-1,-5,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,2,0,-2,0,-23.00,High Risk,0.011,-5,0,-28.00
,,-13.00,Moderate Risk,NF00154,dBase Index File,ndx|mdx,Databases,-1,-2,0,-4,-3,2,-1,1,2,1,-2,1,0,-1,-1,-2,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,2,-2,0,2,0,-2,0,-13.00,Moderate Risk,0.000,-5,-3,-21.00
,,-15.00,Moderate Risk,NF00155,dBASE or FoxBASE+Text Memo,dbt,Databases,-1,-2,0,-4,-3,0,-1,1,0,1,-2,1,0,-1,-1,-2,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,2,-2,0,2,0,-2,0,-15.00,Moderate Risk,0.000,-5,-3,-23.00
,,7.00,Moderate Risk,NF00551,dBase Table for Windows 5,dbf,Databases,-1,-2,0,-4,-3,0,-1,1,0,1,-2,1,0,1,0,1,-2,1,-1,2,2,4,2,1,2,2,-1,6,2,-2,0,2,0,-2,0,7.00,Moderate Risk,0.000,-5,3,5.00
,,11.00,Moderate Risk,NF00153,dBase Table II,dbf|db2,Databases,-1,-2,0,-4,-3,0,-1,1,0,1,2,1,0,1,0,5,-2,1,-1,2,2,4,2,1,2,2,-1,6,2,-2,0,2,0,-2,0,11.00,Moderate Risk,0.000,-5,3,9.00
,,11.00,Moderate Risk,NF00552,dBase Table III,dbf|db3,Databases,-1,-2,0,-4,-3,0,-1,1,0,1,2,1,0,1,0,5,-2,1,-1,2,2,4,2,1,2,2,-1,6,2,-2,0,2,0,-2,0,11.00,Moderate Risk,0.000,-5,3,9.00
,,11.00,Moderate Risk,NF00553,dBase Table III+,dbf,Databases,-1,-2,0,-4,-3,0,-1,1,0,1,2,1,0,1,0,5,-2,1,-1,2,2,4,2,1,2,2,-1,6,2,-2,0,2,0,-2,0,11.00,Moderate Risk,0.000,-5,3,9.00
,,11.00,Moderate Risk,NF00554,dBase Table IV,dbf,Databases,-1,-2,0,-4,-3,0,-1,1,0,1,2,1,0,1,0,5,-2,1,-1,2,2,4,2,1,2,2,-1,6,2,-2,0,2,0,-2,0,11.00,Moderate Risk,0.000,-5,3,9.00
,,7.00,Moderate Risk,NF00784,dBase Table unspecified version,dbf,Databases,FALSE,FALSE,FALSE,-4,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,7.00,Moderate Risk,0.000,-5,3,5.00
