NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),1.1: Is the format proprietary?,1.2: Does the format have a published open specification?,"1.3: If there is a published specification, has it been approved and published by an internationally recognized standards organization?","1.4: When was the format specification for this version last updated (or, if the last updated date is not available, when was it created)?",1: TOTAL Disclosure Score,2.1: Has the file format commonly been used to create or maintain permanent records within the federal government at any point in time?,"2.2: Is the format, or format family, actively maintained and updated by an organization or community?",2.3: Have the archives or library communities identified the format as one to avoid for creation and transfer of permanent materials?,2: TOTAL Adoption Score,"3.1: Is the format character-based, rather than binary?",3.2: Is there an internal signature in an authoritative format registry that can be used to identify a file in this format?,3.3: Does the format require the use of compression?,"3.4: If the format requires the use of compression, can it be lossy?",3.5: Does this format support declared or hidden embedded data?,"3.6: If the format supports declared or hidden embedded data, does the format list or provide standard information about embedded data?",3: TOTAL Transparency Score,4.1: Does the format natively include metadata that documents the file and the technical environment used to create (and/or modify) it?,4.2: Does the format support adding embedded descriptive and administrative metadata through manual or automated processes?,4: TOTAL Self-Documentation Score,"5.1: Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","5.2: Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",5: TOTAL External Hardware Dependencies Score,6.1: Are renderers available?,"6.2: If renderers are available, is at least one of them open source?","6.3: Does the format rely on plug-ins and/or scripts, etc. to render or execute files?",6.4: Can the format be rendered or executed in more than one computing operating system?,6.5: Is there software supported by current computing environments that can create the format?,6: TOTAL External Software Dependencies Score,7.1: Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,7.2: Does the format have open source license terms?,7: TOTAL Impact of Patents Score,8.1: Does the format require the use of encryption?,"8.2: If the format requires the use of encryption, is it robust (cryptographically secure)?",8.3: Does the format natively allow the use of technical protection measures (e.g. digital rights management)?,8: TOTAL Technical Protection Mechanisms Score,TOTAL Numeric Risk Rating,Risk Level,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,Feasibility Score,NARA TOTAL
,,7.00,Moderate Risk,NF00555,dBase Table V,dbf,Databases,-1,-2,0,-4,-3,0,-1,1,0,1,-2,1,0,1,0,1,-2,1,-1,2,2,4,2,1,2,2,-1,6,2,-2,0,2,0,-2,0,7.00,Moderate Risk,0.000,-5,3,5.00
,,5.00,Moderate Risk,NF00738,Design rule for Camera File system (DCF) Thumbnail File,thm,Digital Still Image,2,2,2,-4,6,0,2,1,3,-1,-2,-1,-1,1,0,-4,2,1,3,2,2,4,-4,0,-4,-2,-1,-11,2,-2,0,2,0,2,4,5.00,Moderate Risk,0.000,-5,3,3.00
,,-31.00,High Risk,NF00157,DesignCAD Drawing,dc|dc2,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-31.00,High Risk,0.000,-5,-5,-41.00
,,-31.00,High Risk,NF00479,DesignCAD for Windows Drawing,dw2,Digital Design and Vector Graphics,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-31.00,High Risk,0.000,-5,-5,-41.00
,,-46.00,High Risk,NF00158,Dictionary Lexicon File,lex,Software and Code,-1,-2,0,-4,-3,2,-1,-2,-1,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,-6,-4,-10,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-46.00,High Risk,0.001,-5,0,-51.00
,,-2.00,Moderate Risk,NF00462,Digital Cinema Package (DCP),dcp,Digital Cinema,2,2,2,0,6,0,2,1,3,-1,-2,-1,0,1,0,-3,2,1,3,-6,-4,-10,2,-1,2,2,1,6,2,-2,0,-4,-1,-2,-7,-2.00,Moderate Risk,0.000,-5,0,-7.00
,,-15.00,Moderate Risk,NF00156,Digital Equipment Corp (DEC) WPS Plus,dx|wpl,Textual and Word Processing,-1,-2,0,-4,-3,0,-1,-2,-3,1,-2,-1,-1,-1,-1,-5,-2,1,-1,2,2,4,2,-1,2,2,-1,4,-2,-2,-4,-4,-1,-2,-7,-15.00,Moderate Risk,0.000,-5,3,-17.00
,,28.00,Low Risk,NF00161,Digital Negative Format 1.0,dng,Digital Still Image,2,2,-1,-4,3,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,28.00,Low Risk,0.000,-5,0,23.00
,,28.00,Low Risk,NF00480,Digital Negative Format 1.1,dng,Digital Still Image,2,2,-1,-4,3,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,28.00,Low Risk,0.000,-5,0,23.00
,,28.00,Low Risk,NF00481,Digital Negative Format 1.2,dng,Digital Still Image,2,2,-1,-4,3,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,28.00,Low Risk,0.000,-5,0,23.00
,,28.00,Low Risk,NF00482,Digital Negative Format 1.3,dng,Digital Still Image,2,2,-1,-4,3,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,28.00,Low Risk,0.000,-5,0,23.00
,X,28.00,Low Risk,NF00483,Digital Negative Format 1.4,dng,Digital Still Image,2,2,-1,-2,3,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,28.00,Low Risk,0.000,-5,0,23.00
,,28.00,Low Risk,NF00763,Digital Negative Format unspecified version,dng,Digital Still Image,FALSE,FALSE,FALSE,-4,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,28.00,Low Risk,0.002,-5,0,23.00
X,,27.00,Low Risk,NF00160,Digital Picture Exchange (DPX) 2.0,dpx,Digital Cinema,2,2,2,-4,6,2,2,1,5,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,-4,2,1,2,2,-2,0,2,0,2,4,27.00,Low Risk,0.000,-5,5,27.00
,,25.00,Low Risk,NF00164,Drawing Interchange File Format ASCII 2004/2005/2006,dxf,Digital Design and Vector Graphics,-1,2,-1,-4,0,0,2,1,3,1,2,1,0,1,0,5,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,25.00,Low Risk,0.000,-5,0,20.00
,,25.00,Low Risk,NF00163,Drawing Interchange File Format ASCII 2010-2012,dxf,Digital Design and Vector Graphics,-1,2,-1,-2,0,0,2,1,3,1,2,1,0,1,0,5,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,25.00,Low Risk,0.000,-5,0,20.00
,,25.00,Low Risk,NF00165,Drawing Interchange File Format ASCII Generic,dxf,Digital Design and Vector Graphics,-1,2,-1,-4,0,0,2,1,3,1,2,1,0,1,0,5,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,25.00,Low Risk,0.000,-5,0,20.00
,,-14.00,Moderate Risk,NF00166,DVD Data Backup File,bup,Software and Code,2,-2,0,-4,0,2,-1,-2,-1,-1,2,-1,-1,-1,-1,-3,-2,1,-1,2,2,4,2,1,-4,-2,1,-2,-2,-2,-4,-4,-1,-2,-7,-14.00,Moderate Risk,0.001,-5,0,-19.00
,,-16.00,Moderate Risk,NF00167,DVD Data File,dvd,Software and Code,2,-2,0,-4,0,0,-1,-2,-3,-1,2,-1,-1,-1,-1,-3,-2,1,-1,2,2,4,2,1,-4,-2,1,-2,-2,-2,-4,-4,-1,-2,-7,-16.00,Moderate Risk,0.000,-5,0,-21.00
,,-14.00,Moderate Risk,NF00168,DVD Info File,ifo,Software and Code,2,-2,0,-4,0,2,-1,-2,-1,-1,2,-1,-1,-1,-1,-3,-2,1,-1,2,2,4,2,1,-4,-2,1,-2,-2,-2,-4,-4,-1,-2,-7,-14.00,Moderate Risk,0.001,-5,0,-19.00
X,,32.00,Low Risk,NF00794,E57 Lidar Point Cloud Format,e57,Geospatial|Digital Design and Vector Graphics,2,2,2,-2,6,0,2,1,3,-1,2,1,0,-1,1,2,2,1,3,2,2,4,2,-1,2,2,1,6,2,2,4,2,0,2,4,32.00,Low Risk,0.000,-5,5,32.00
X,,26.00,Low Risk,NF00170,Electronic Mail Format,eml,Email,2,-2,0,-4,0,2,-1,1,2,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,26.00,Low Risk,38.812,-15,5,16.00
,,20.00,Moderate Risk,NF00171,Encapsulated PostScript File Format 1.2,eps,Presentation and Publishing,-1,2,-1,-4,0,0,-1,1,0,1,2,1,0,1,0,5,-2,1,-1,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,20.00,Moderate Risk,0.000,-5,3,18.00
,,20.00,Moderate Risk,NF00484,Encapsulated PostScript File Format 2,eps,Presentation and Publishing,-1,2,-1,-4,0,0,-1,1,0,1,2,1,0,1,0,5,-2,1,-1,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,20.00,Moderate Risk,0.000,-5,3,18.00
,,20.00,Moderate Risk,NF00485,Encapsulated PostScript File Format 3,eps,Presentation and Publishing,-1,2,-1,-4,0,0,-1,1,0,1,2,1,0,1,0,5,-2,1,-1,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,20.00,Moderate Risk,0.000,-5,3,18.00
,,20.00,Moderate Risk,NF00653,Encapsulated PostScript File Format unspecified version,eps,Presentation and Publishing,FALSE,FALSE,FALSE,-4,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,20.00,Moderate Risk,0.041,-5,3,18.00
,,-2.00,Moderate Risk,NF00172,EndNote Import File,enw|enr,Textual and Word Processing,-1,-2,0,-4,-3,0,-1,-2,-3,-1,2,1,0,1,0,3,-2,1,-1,2,2,4,2,1,-4,2,1,2,-2,-2,-4,2,0,-2,0,-2.00,Moderate Risk,0.000,-5,3,-4.00
,,25.00,Low Risk,NF00258,Enhanced Metafile 1.0,emf|emz,Digital Design and Vector Graphics|Digital Still Image,-1,2,-1,-4,0,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,25.00,Low Risk,0.000,-5,3,23.00
,,25.00,Low Risk,NF00500,Enhanced Metafile 2.0,emf|emz,Digital Design and Vector Graphics|Digital Still Image,-1,2,-1,-4,0,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,25.00,Low Risk,0.000,-5,3,23.00
,,25.00,Low Risk,NF00501,Enhanced Metafile 3.0,emf|emz,Digital Design and Vector Graphics|Digital Still Image,-1,2,-1,-4,0,0,2,1,3,-1,2,1,0,1,0,3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,25.00,Low Risk,0.000,-5,3,23.00
,,25.00,Low Risk,NF00768,Enhanced Metafile unspecified version,emf|emz,Digital Design and Vector Graphics|Digital Still Image,FALSE,FALSE,FALSE,-4,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,25.00,Low Risk,0.001,-5,3,23.00
,,33.00,Low Risk,NF00556,ePub ebook,epub,Presentation and Publishing,-1,2,2,0,3,0,2,1,3,1,2,1,0,-1,1,4,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,33.00,Low Risk,0.000,-5,0,28.00
,X,6.00,Moderate Risk,NF00173,ESRI ArcInfo Interchange File Format,e00,Geospatial,-1,2,-1,-2,0,0,-1,1,0,1,2,1,0,1,0,5,-2,-1,-3,2,2,4,2,1,-4,2,-1,0,-2,-2,-4,2,0,2,4,6.00,Moderate Risk,0.000,-5,5,6.00
,,-1.00,Moderate Risk,NF00836,ESRI File Geodatabase,gdb,Geospatial,-1,-2,0,-4,-3,0,2,1,3,-1,-2,1,0,-1,-1,-4,2,1,3,2,2,4,2,-1,-4,2,1,0,-2,-2,-4,2,0,-2,0,-1.00,Moderate Risk,0.000,-5,3,-3.00
,,13.00,Moderate Risk,NF00557,ESRI Shapefile (Arc/View Shapefile Index),shx,Geospatial,-1,2,-1,-4,0,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,-4,2,1,2,2,-2,0,2,0,2,4,13.00,Moderate Risk,0.000,-5,0,8.00
,,11.00,Moderate Risk,NF00558,ESRI Shapefile (dBASE Table for ESRI Shapefile),dbf,Geospatial,-1,2,-1,-4,0,2,2,1,5,-1,-2,1,0,1,0,-1,-2,-1,-3,2,2,4,2,1,-4,2,1,2,2,-2,0,2,0,2,4,11.00,Moderate Risk,0.001,-5,3,9.00
,,13.00,Moderate Risk,NF00559,ESRI Shapefile (ESRI Header Index),prj,Geospatial,-1,2,-1,-4,0,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,-4,2,1,2,2,-2,0,2,0,2,4,13.00,Moderate Risk,0.000,-5,0,8.00
,,13.00,Moderate Risk,NF00560,ESRI Shapefile (ESRI Spatial Index File),sbx|sbn,Geospatial,-1,2,-1,-4,0,0,2,1,3,-1,2,1,0,1,0,3,-2,-1,-3,2,2,4,2,1,-4,2,1,2,2,-2,0,2,0,2,4,13.00,Moderate Risk,0.000,-5,0,8.00
,X,18.00,Moderate Risk,NF00174,ESRI Shapefile Compound File,shp|sbn|dbf|prj|shx|sbx,Geospatial,-1,2,-1,-4,0,0,2,1,3,-1,2,1,0,-1,1,2,2,1,3,2,2,4,2,1,-4,2,1,2,2,-2,0,2,0,2,4,18.00,Moderate Risk,0.000,-5,5,18.00
,,17.00,Moderate Risk,NF00175,ESRI World File,wld|blw|bpw|bqw|gfw|tfw|pgw,Geospatial,-1,2,-1,-4,0,0,2,1,3,1,-2,1,0,1,0,1,-2,-1,-3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,17.00,Moderate Risk,0.000,-5,0,12.00
,,21.00,Moderate Risk,NF00176,Exchangeable Image File Format Audio 2.2,wav,Digital Audio,2,2,2,-2,6,0,2,1,3,-1,2,-1,-1,-1,-1,-3,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,-2,0,21.00,Moderate Risk,0.000,-5,0,16.00
,,30.00,Low Risk,NF00177,Exchangeable Image File Format Compressed 2.0,jpg|jpeg,Digital Still Image,2,2,2,-4,6,0,2,1,3,1,2,-1,-1,1,0,2,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,30.00,Low Risk,0.000,-5,0,25.00
,,30.00,Low Risk,NF00178,Exchangeable Image File Format Compressed 2.1,jpg|jpeg,Digital Still Image,2,2,2,-4,6,0,2,1,3,1,2,-1,-1,1,0,2,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,30.00,Low Risk,0.000,-5,0,25.00
,,30.00,Low Risk,NF00179,Exchangeable Image File Format Compressed 2.2,jpg|jpeg,Digital Still Image,2,2,2,-4,6,0,2,1,3,1,2,-1,-1,1,0,2,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,30.00,Low Risk,0.000,-5,0,25.00
,,30.00,Low Risk,NF00828,Exchangeable Image File Format Compressed 2.21,jpg|jpeg,Digital Still Image,2,2,2,-4,6,0,2,1,3,1,2,-1,-1,1,0,2,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,30.00,Low Risk,0.000,-5,0,25.00
,,30.00,Low Risk,NF00829,Exchangeable Image File Format Compressed 2.3.x,jpg|jpeg,Digital Still Image,2,2,2,-2,6,0,2,1,3,1,2,-1,-1,1,0,2,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,30.00,Low Risk,0.000,-5,0,25.00
,,33.00,Low Risk,NF00180,Exchangeable Image File Format Uncompressed 2.1,tif|tiff,Digital Still Image,2,2,2,-4,6,0,2,1,3,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,33.00,Low Risk,0.000,-5,0,28.00
,,33.00,Low Risk,NF00181,Exchangeable Image File Format Uncompressed 2.2,tif|tiff,Digital Still Image,2,2,2,-4,6,0,2,1,3,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,33.00,Low Risk,0.000,-5,0,28.00
,,-13.00,Moderate Risk,NF00758,Executable and Linkable Format 32-bit Big Endian,o|elf,Software and Code,2,2,-1,-2,3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,2,1,3,-6,2,-4,2,-1,-4,-2,1,-4,-2,-2,-4,-4,-1,-2,-7,-13.00,Moderate Risk,0.000,-5,0,-18.00
,,-13.00,Moderate Risk,NF00759,Executable and Linkable Format 32-bit Little Endian,o|elf,Software and Code,2,2,-1,-2,3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,2,1,3,-6,2,-4,2,-1,-4,-2,1,-4,-2,-2,-4,-4,-1,-2,-7,-13.00,Moderate Risk,0.000,-5,0,-18.00
,,-13.00,Moderate Risk,NF00760,Executable and Linkable Format 64-bit Big Endian,o|elf,Software and Code,2,2,-1,-2,3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,2,1,3,-6,2,-4,2,-1,-4,-2,1,-4,-2,-2,-4,-4,-1,-2,-7,-13.00,Moderate Risk,0.000,-5,0,-18.00
,,-13.00,Moderate Risk,NF00761,Executable and Linkable Format 64-bit Little Endian,o|elf,Software and Code,2,2,-1,-2,3,0,2,1,3,-1,2,-1,-1,-1,-1,-3,2,1,3,-6,2,-4,2,-1,-4,-2,1,-4,-2,-2,-4,-4,-1,-2,-7,-13.00,Moderate Risk,0.000,-5,0,-18.00
,,-28.00,High Risk,NF00182,Executable file,exe,Software and Code,-1,2,-1,-4,0,2,-1,-2,-1,-1,2,-1,-1,-1,-1,-3,2,-1,1,-6,-4,-10,2,-1,-4,-2,1,-4,-2,-2,-4,-4,-1,-2,-7,-28.00,High Risk,0.003,-5,0,-33.00
,X,4.00,Moderate Risk,NF00183,Extended Binary Coded Decimal Interchange Code (EBCDIC),ebcdic,Structured Data,-1,2,-1,-4,0,0,-1,1,0,1,-2,1,0,-1,-1,-2,2,1,3,2,2,4,-4,0,2,-2,-1,-5,2,-2,0,2,0,2,4,4.00,Moderate Risk,0.000,-5,0,-1.00
X,,33.00,Low Risk,NF00184,Extensible 3D (X3D) XML 3.0,x3d|x3dz,Digital Design and Vector Graphics,2,2,2,-4,6,0,2,1,3,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,-2,0,33.00,Low Risk,0.000,-5,5,33.00
X,,33.00,Low Risk,NF00486,Extensible 3D (X3D) XML 3.1,x3d|x3dz,Digital Design and Vector Graphics,2,2,2,-4,6,0,2,1,3,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,-2,0,33.00,Low Risk,0.000,-5,5,33.00
X,,33.00,Low Risk,NF00487,Extensible 3D (X3D) XML 3.2,x3d|x3dz,Digital Design and Vector Graphics,2,2,2,-4,6,0,2,1,3,1,2,1,0,1,0,5,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,-2,0,33.00,Low Risk,0.000,-5,5,33.00
,,25.00,Low Risk,NF00686,Extensible Forms Description Language (XFDL),xfdl,Web Records|Software and Code|Structured Data|Textual and Word Processing,2,2,2,-4,6,2,2,-2,2,1,-2,1,0,-1,-1,-2,2,1,3,2,2,4,2,1,2,2,1,8,2,-2,0,2,0,2,4,25.00,Low Risk,0.000,-5,0,20.00
,,27.00,Low Risk,NF00185,eXtensible Hypertext Markup Language 1.0,xhtm|xhtml,Web Records|Software and Code,2,2,2,-4,6,0,2,-2,0,1,2,1,0,-1,-1,2,-2,1,-1,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,27.00,Low Risk,0.000,-5,0,22.00
,,27.00,Low Risk,NF00186,eXtensible Hypertext Markup Language 1.1,xhtm|xhtml,Web Records|Software and Code,2,2,2,-4,6,0,2,-2,0,1,2,1,0,-1,-1,2,-2,1,-1,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,27.00,Low Risk,0.000,-5,0,22.00
X,,36.00,Low Risk,NF00187,eXtensible Markup Language 1.0,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,2,2,2,-4,6,0,2,1,3,1,2,1,0,-1,1,4,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,36.00,Low Risk,0.000,-5,5,36.00
X,,36.00,Low Risk,NF00561,eXtensible Markup Language 1.1,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,2,2,2,-4,6,0,2,1,3,1,2,1,0,-1,1,4,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,36.00,Low Risk,0.000,-5,5,36.00
,,34.00,Low Risk,NF00162,eXtensible Markup Language Document Type Definition,dtd,Web Records|Software and Code|Textual and Word Processing,2,2,2,-4,6,2,2,1,5,1,-2,1,0,-1,1,0,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,34.00,Low Risk,0.000,-5,5,34.00
,,34.00,Low Risk,NF00188,eXtensible Markup Language Schema,xsd,Web Records|Software and Code|Textual and Word Processing,2,2,2,-4,6,2,2,1,5,1,-2,1,0,-1,1,0,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,34.00,Low Risk,0.000,-5,5,34.00
X,,36.00,Low Risk,NF00654,eXtensible Markup Language unspecified version,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,FALSE,FALSE,FALSE,-4,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,36.00,Low Risk,1.495,-5,5,36.00
,,19.00,Moderate Risk,NF00189,eXtensible Metadata Platform,xmp,Structured Data,-1,2,-1,-2,0,0,-1,1,0,1,2,1,0,-1,-1,2,2,1,3,2,2,4,2,1,-4,2,1,2,2,2,4,2,0,2,4,19.00,Moderate Risk,0.000,-5,5,19.00
,,32.00,Low Risk,NF00190,eXtensible Style Language 1.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,2,2,2,-4,6,0,2,1,3,1,-2,1,0,-1,1,0,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,32.00,Low Risk,0.000,-5,0,27.00
,,32.00,Low Risk,NF00562,eXtensible Style Language 2.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,2,2,2,0,6,0,2,1,3,1,-2,1,0,-1,1,0,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,32.00,Low Risk,0.000,-5,0,27.00
,,32.00,Low Risk,NF00563,eXtensible Style Language 3.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,2,2,2,-2,6,0,2,1,3,1,-2,1,0,-1,1,0,2,1,3,2,2,4,2,1,2,2,1,8,2,2,4,2,0,2,4,32.00,Low Risk,0.000,-5,0,27.00
,,32.00,Low Risk,NF00850,eXtensible Style Language unspecified version,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,FALSE,FALSE,FALSE,-4,0,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,32.00,Low Risk,0.000,-5,0,27.00
,,5.00,Moderate Risk,NF00857,Filemaker Pro 3.0,fp3|fmp|fp|fm,Databases,-1,-2,0,-4,-3,0,2,1,3,1,2,1,0,-1,-1,2,-2,1,-1,2,2,4,2,-1,2,2,-1,4,-2,-2,-4,2,0,-2,0,5.00,Moderate Risk,0.000,-5,-3,-3.00
,,5.00,Moderate Risk,NF00858,Filemaker Pro 5.0,fp5|fmp|fp|fm,Databases,-1,-2,0,-4,-3,0,2,1,3,1,2,1,0,-1,-1,2,-2,1,-1,2,2,4,2,-1,2,2,-1,4,-2,-2,-4,2,0,-2,0,5.00,Moderate Risk,0.000,-5,-3,-3.00
,,5.00,Moderate Risk,NF00192,FileMakerPro 7,fp7,Databases,-1,-2,0,-2,-3,0,2,1,3,1,2,1,0,-1,-1,2,-2,1,-1,2,2,4,2,-1,2,2,-1,4,-2,-2,-4,2,0,-2,0,5.00,Moderate Risk,0.000,-5,3,3.00
,,2.00,Moderate Risk,NF00690,Flash Local Shared Object (LSO),sol,Software and Code,-1,-2,0,-4,-3,2,-1,-2,-1,-1,-2,1,0,1,0,-1,2,-1,1,2,2,4,2,-1,2,2,1,6,-2,-2,-4,2,0,-2,0,2.00,Moderate Risk,0.004,-5,0,-3.00
,,-26.00,High Risk,NF00194,FoxPro 2.0,dbf,Databases,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,1,0,-1,-1,-4,-2,1,-1,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-26.00,High Risk,0.000,-5,3,-28.00
,,-26.00,High Risk,NF00564,FoxPro 2.5,dbf,Databases,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,1,0,-1,-1,-4,-2,1,-1,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-26.00,High Risk,0.000,-5,3,-28.00
,,-26.00,High Risk,NF00565,FoxPro 2.6,dbf,Databases,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,1,0,-1,-1,-4,-2,1,-1,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-26.00,High Risk,0.000,-5,3,-28.00
,,-20.00,Moderate Risk,NF00275,FoxPro Memo,fpt,Databases,-1,-2,0,-4,-3,2,-1,1,2,1,2,1,0,-1,-1,2,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-20.00,Moderate Risk,0.000,-5,-5,-30.00
,,-22.00,Moderate Risk,NF00663,FoxPro Report,frx,Databases,-1,-2,0,-4,-3,0,-1,1,0,1,2,1,0,-1,-1,2,-2,-1,-3,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-22.00,Moderate Risk,0.000,-5,3,-24.00
,,-45.00,High Risk,NF00196,Fractal Image File,fif,Digital Still Image,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,-1,-1,-1,-1,-7,-2,-1,-3,-6,-4,-10,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-45.00,High Risk,0.000,-5,-3,-53.00
,,-26.00,High Risk,NF00197,Framework Database II,fw2|fw,Databases,-1,-2,0,-4,-3,0,-1,1,0,-1,-2,1,0,-1,-1,-4,-2,1,-1,2,2,4,-4,0,-4,-2,-1,-11,-2,-2,-4,-4,-1,-2,-7,-26.00,High Risk,0.000,-5,-3,-34.00
